Type,Onset,Duration,DurationCorrected
Opto1,147507.250,224.250,204.250
TTLin1,147985.750,183.250,183.250
Opto1,148006.750,224.500,204.500
TTLin1,148485.500,183.250,183.250
Opto1,148506.500,224.500,204.500
TTLin1,148985.250,183.250,183.250
Opto1,149006.500,224.500,204.500
TTLin1,149484.750,183.500,183.500
Opto1,149506.000,224.500,204.500
TTLin1,149984.500,183.250,183.250
Opto1,150005.750,224.500,204.500
TTLin1,150484.250,183.250,183.250
Opto1,150505.500,224.500,204.500
TTLin1,150984.000,183.250,183.250
Opto1,151005.000,224.500,204.500
TTLin1,151483.750,183.250,183.250
Opto1,151505.000,224.500,204.500
TTLin1,151983.250,183.250,183.250
Opto1,152004.750,224.250,204.250
TTLin1,152483.000,183.250,183.250
Opto1,152504.250,224.500,204.500
TTLin1,152982.750,183.250,183.250
Opto1,153004.000,224.500,204.500
TTLin1,153482.500,183.250,183.250
Opto1,153503.750,224.500,204.500
TTLin1,153982.250,183.250,183.250
Opto1,154003.250,224.500,204.500
TTLin1,154481.750,183.250,183.250
Opto1,154503.250,224.500,204.500
TTLin1,154981.500,183.250,183.250
Opto1,155002.750,224.500,204.500
TTLin1,155481.250,183.250,183.250
Opto1,155502.500,224.500,204.500
TTLin1,155981.000,183.250,183.250
Opto1,156002.250,224.500,204.500
TTLin1,156480.750,183.250,183.250
Opto1,156502.000,224.500,204.500
TTLin1,156980.250,183.250,183.250
Opto1,157001.750,224.500,204.500
TTLin1,157480.000,183.500,183.500
Opto1,157501.250,224.500,204.500
TTLin1,157980.000,183.250,183.250
Opto1,158001.250,224.250,204.250
TTLin1,158479.750,183.250,183.250
Opto1,158501.000,224.250,204.250
TTLin1,158979.500,183.250,183.250
Opto1,159000.500,224.500,204.500
TTLin1,159479.000,183.250,183.250
Opto1,159500.250,224.500,204.500
TTLin1,159978.750,183.250,183.250
Opto1,159999.750,224.750,204.750
TTLin1,160478.500,183.250,183.250
Opto1,160499.750,224.500,204.500
TTLin1,160978.250,183.250,183.250
Opto1,160999.500,224.250,204.250
TTLin1,161478.000,183.250,183.250
Opto1,161499.000,224.750,204.750
TTLin1,161977.500,183.250,183.250
Opto1,161998.750,224.500,204.500
TTLin1,162477.250,183.250,183.250
Opto1,162498.500,224.500,204.500
TTLin1,162977.000,183.250,183.250
Opto1,162998.250,224.250,204.250
TTLin1,163476.750,183.250,183.250
Opto1,163497.750,224.500,204.500
TTLin1,163976.500,183.250,183.250
Opto1,163997.750,224.500,204.500
TTLin1,164476.000,183.250,183.250
Opto1,164497.500,224.250,204.250
TTLin1,164975.750,183.250,183.250
Opto1,164997.000,224.500,204.500
TTLin1,165475.500,183.250,183.250
Opto1,165496.750,224.500,204.500
TTLin1,165975.250,183.500,183.500
Opto1,165996.500,224.500,204.500
TTLin1,166475.250,183.000,183.000
Opto1,166496.250,224.250,204.250
TTLin1,166974.750,183.250,183.250
Opto1,166995.750,224.750,204.750
TTLin1,167474.500,183.250,183.250
Opto1,167495.500,224.500,204.500
TTLin1,167974.250,183.250,183.250
Opto1,167995.250,224.500,204.500
TTLin1,168474.000,183.250,183.250
Opto1,168495.000,224.500,204.500
TTLin1,168973.500,183.250,183.250
Opto1,168994.750,224.500,204.500
TTLin1,169473.500,183.000,183.000
Opto1,169494.500,224.500,204.500
TTLin1,169973.000,183.250,183.250
Opto1,169994.250,224.500,204.500
TTLin1,170472.750,183.250,183.250
Opto1,170494.000,224.250,204.250
TTLin1,170972.500,183.250,183.250
Opto1,170993.500,224.500,204.500
TTLin1,171472.000,183.250,183.250
Opto1,171493.250,224.500,204.500
TTLin1,171971.750,183.250,183.250
Opto1,171993.250,224.000,204.000
TTLin1,172471.500,183.250,183.250
Opto1,172492.500,224.750,204.750
TTLin1,172971.250,183.250,183.250
Opto1,172992.250,224.500,204.500
TTLin1,173471.000,183.250,183.250
Opto1,173492.250,224.250,204.250
TTLin1,173970.750,183.000,183.000
Opto1,173992.000,224.250,204.250
TTLin1,174470.250,183.250,183.250
Opto1,174491.500,224.500,204.500
TTLin1,174970.000,183.250,183.250
Opto1,174991.250,224.500,204.500
TTLin1,175469.750,183.250,183.250
Opto1,175491.000,224.250,204.250
TTLin1,175969.500,183.250,183.250
Opto1,175990.750,224.500,204.500
TTLin1,176469.250,183.000,183.000
Opto1,176490.250,224.750,204.750
TTLin1,176968.750,183.250,183.250
Opto1,176990.250,224.250,204.250
TTLin1,177468.500,183.250,183.250
Opto1,177490.000,224.250,204.250
TTLin1,177968.250,183.250,183.250
Opto1,177989.750,224.250,204.250
TTLin1,178468.000,183.250,183.250
Opto1,178489.250,224.250,204.250
TTLin1,178967.750,183.250,183.250
Opto1,178989.000,224.250,204.250
TTLin1,179467.500,183.250,183.250
Opto1,179488.500,224.750,204.750
TTLin1,179967.000,183.250,183.250
Opto1,179988.250,224.500,204.500
TTLin1,180466.750,183.250,183.250
Opto1,180488.000,224.500,204.500
TTLin1,180966.500,183.250,183.250
Opto1,180988.000,224.250,204.250
TTLin1,181466.250,183.250,183.250
Opto1,181487.500,224.500,204.500
TTLin1,181966.000,183.250,183.250
Opto1,181987.250,224.500,204.500
TTLin1,182465.750,183.250,183.250
Opto1,182487.000,224.500,204.500
TTLin1,182965.500,183.250,183.250
