Type,Onset,Duration,DurationCorrected
Opto1,187680.750,224.750,204.750
TTLin1,188168.750,5.000,5.000
Opto1,188197.000,225.000,205.000
TTLin1,188668.500,5.000,5.000
Opto1,188697.000,224.750,204.750
TTLin1,189170.750,5.250,5.250
Opto1,189196.750,224.750,204.750
TTLin1,189670.500,5.250,5.250
Opto1,189696.500,224.750,204.750
TTLin1,190170.250,5.000,5.000
Opto1,190196.000,224.750,204.750
TTLin1,190669.750,5.250,5.250
Opto1,190695.750,224.750,204.750
TTLin1,191170.250,5.250,5.250
Opto1,191195.250,225.000,205.000
TTLin1,191670.250,5.000,5.000
Opto1,191695.250,224.750,204.750
TTLin1,192169.750,5.250,5.250
Opto1,192194.750,225.000,205.000
TTLin1,192669.500,5.250,5.250
Opto1,192694.750,224.750,204.750
TTLin1,193169.750,5.000,5.000
Opto1,193194.500,224.500,204.500
TTLin1,193669.500,5.250,5.250
Opto1,193694.000,225.000,205.000
TTLin1,194169.250,5.250,5.250
Opto1,194193.750,224.750,204.750
TTLin1,194669.000,5.250,5.250
Opto1,194693.500,224.750,204.750
TTLin1,195168.750,5.250,5.250
Opto1,195193.250,224.750,204.750
TTLin1,195668.500,5.000,5.000
Opto1,195693.000,224.500,204.500
TTLin1,196168.250,5.000,5.000
Opto1,196192.500,225.000,205.000
TTLin1,196668.000,5.000,5.000
Opto1,196692.250,224.750,204.750
TTLin1,197167.500,5.250,5.250
Opto1,197192.000,224.750,204.750
TTLin1,197667.250,5.250,5.250
Opto1,197691.500,225.000,205.000
TTLin1,198167.000,5.250,5.250
Opto1,198191.250,225.000,205.000
TTLin1,198680.750,5.250,5.250
Opto1,198707.750,224.750,204.750
TTLin1,199180.500,5.250,5.250
Opto1,199207.500,224.750,204.750
TTLin1,199680.250,5.250,5.250
Opto1,199707.250,224.750,204.750
TTLin1,200182.500,5.250,5.250
Opto1,200207.000,224.750,204.750
TTLin1,200682.250,5.000,5.000
Opto1,200706.750,224.750,204.750
TTLin1,201182.000,5.000,5.000
Opto1,201206.250,225.000,205.000
TTLin1,201681.500,5.250,5.250
Opto1,201706.000,225.000,205.000
TTLin1,202181.250,5.000,5.000
Opto1,202205.750,224.750,204.750
TTLin1,202681.000,5.000,5.000
Opto1,202705.500,224.750,204.750
TTLin1,203181.250,5.250,5.250
Opto1,203205.250,224.750,204.750
TTLin1,203681.000,5.000,5.000
Opto1,203705.000,224.500,204.500
TTLin1,204180.750,5.000,5.000
Opto1,204204.500,224.750,204.750
TTLin1,204680.250,5.250,5.250
Opto1,204704.250,225.000,205.000
TTLin1,205180.000,5.250,5.250
Opto1,205204.000,224.750,204.750
TTLin1,205679.750,5.250,5.250
Opto1,205703.750,225.000,205.000
TTLin1,206181.500,5.000,5.000
Opto1,206203.500,224.750,204.750
TTLin1,206681.000,5.250,5.250
Opto1,206703.250,224.750,204.750
TTLin1,207180.750,5.000,5.000
Opto1,207203.000,224.750,204.750
TTLin1,207680.500,5.250,5.250
Opto1,207702.750,224.500,204.500
TTLin1,208180.000,5.250,5.250
Opto1,208202.250,224.750,204.750
TTLin1,208680.000,5.000,5.000
Opto1,208702.000,224.750,204.750
TTLin1,209179.500,5.250,5.250
Opto1,209201.750,224.750,204.750
TTLin1,209679.250,5.250,5.250
Opto1,209701.500,224.750,204.750
TTLin1,210179.000,5.000,5.000
Opto1,210201.250,224.750,204.750
TTLin1,210708.500,5.000,5.000
Opto1,210734.000,225.000,205.000
TTLin1,211208.750,5.250,5.250
Opto1,211234.000,224.750,204.750
TTLin1,211708.500,5.250,5.250
Opto1,211733.500,224.750,204.750
TTLin1,212226.500,5.250,5.250
Opto1,212250.000,224.750,204.750
TTLin1,212726.250,5.250,5.250
Opto1,212749.500,224.750,204.750
TTLin1,213225.750,5.250,5.250
Opto1,213249.250,224.750,204.750
TTLin1,213725.500,5.250,5.250
Opto1,213749.000,224.750,204.750
TTLin1,214225.250,5.250,5.250
Opto1,214248.750,224.750,204.750
TTLin1,214725.000,5.250,5.250
Opto1,214748.500,224.750,204.750
TTLin1,215226.250,5.250,5.250
Opto1,215248.000,225.000,205.000
TTLin1,215726.000,5.250,5.250
Opto1,215748.000,224.500,204.500
TTLin1,216225.750,5.000,5.000
Opto1,216247.500,224.750,204.750
TTLin1,216725.500,5.250,5.250
Opto1,216747.500,224.500,204.500
TTLin1,217225.000,5.250,5.250
Opto1,217247.000,224.750,204.750
TTLin1,217724.750,5.250,5.250
Opto1,217746.750,224.750,204.750
TTLin1,218224.500,5.250,5.250
Opto1,218246.500,224.500,204.500
TTLin1,218724.250,5.000,5.000
Opto1,218746.000,225.000,205.000
TTLin1,219224.000,5.000,5.000
Opto1,219245.750,225.000,205.000
TTLin1,219723.500,5.250,5.250
Opto1,219745.500,225.000,205.000
TTLin1,220223.250,5.000,5.000
Opto1,220245.250,225.000,205.000
TTLin1,220723.000,5.250,5.250
Opto1,220745.000,224.750,204.750
TTLin1,221222.750,5.250,5.250
Opto1,221244.750,224.750,204.750
TTLin1,221722.500,5.250,5.250
Opto1,221744.500,258.000,238.000
TTLin1,222248.750,5.000,5.000
Opto1,222277.500,225.000,205.000
TTLin1,222765.000,5.250,5.250
Opto1,222793.750,225.000,205.000
TTLin1,223264.750,5.250,5.250
Opto1,223293.750,224.750,204.750
TTLin1,223764.500,5.250,5.250
Opto1,223793.250,224.500,204.500
TTLin1,224266.250,5.250,5.250
Opto1,224293.000,224.750,204.750
TTLin1,224766.000,5.250,5.250
Opto1,224792.750,224.750,204.750
TTLin1,225265.750,5.250,5.250
Opto1,225292.250,224.750,204.750
TTLin1,225765.500,5.250,5.250
Opto1,225792.000,224.750,204.750
TTLin1,226265.250,5.250,5.250
Opto1,226291.750,225.000,205.000
TTLin1,226765.750,5.000,5.000
Opto1,226791.500,224.750,204.750
TTLin1,227265.500,5.250,5.250
Opto1,227291.250,224.750,204.750
TTLin1,227765.500,5.250,5.250
Opto1,227790.750,225.000,205.000
TTLin1,228265.250,5.250,5.250
Opto1,228290.500,225.000,205.000
TTLin1,228765.750,5.250,5.250
Opto1,228790.250,225.000,205.000
TTLin1,229265.500,5.250,5.250
Opto1,229290.000,224.750,204.750
TTLin1,229765.250,5.250,5.250
Opto1,229789.750,225.000,205.000
TTLin1,230267.000,5.250,5.250
Opto1,230289.500,224.750,204.750
TTLin1,230766.750,5.250,5.250
Opto1,230789.250,224.750,204.750
TTLin1,231267.750,5.250,5.250
Opto1,231289.000,224.750,204.750
TTLin1,231767.500,5.250,5.250
Opto1,231788.500,225.000,205.000
TTLin1,232267.250,5.250,5.250
Opto1,232288.500,224.750,204.750
TTLin1,232769.750,5.250,5.250
Opto1,232788.000,224.750,204.750
TTLin1,233269.250,5.250,5.250
Opto1,233287.750,225.000,205.000
TTLin1,233769.000,5.250,5.250
Opto1,233787.500,224.500,204.500
TTLin1,234268.750,5.250,5.250
Opto1,234287.250,224.750,204.750
TTLin1,234778.750,5.250,5.250
Opto1,234803.750,224.500,204.500
TTLin1,235278.750,5.000,5.000
Opto1,235303.250,224.750,204.750
TTLin1,235778.250,5.250,5.250
Opto1,235803.000,224.750,204.750
TTLin1,236293.000,5.250,5.250
Opto1,236319.500,224.750,204.750
TTLin1,236793.000,5.250,5.250
Opto1,236819.000,225.000,205.000
TTLin1,237292.750,5.000,5.000
Opto1,237318.750,225.000,205.000
TTLin1,237793.000,5.250,5.250
Opto1,237818.500,224.750,204.750
TTLin1,238293.000,5.250,5.250
Opto1,238318.250,224.500,204.500
TTLin1,238793.000,5.000,5.000
Opto1,238817.750,225.000,205.000
TTLin1,239293.000,5.250,5.250
Opto1,239317.500,224.750,204.750
TTLin1,239792.500,5.250,5.250
Opto1,239817.500,224.500,204.500
TTLin1,240292.250,5.250,5.250
Opto1,240317.000,224.750,204.750
TTLin1,240793.000,5.000,5.000
Opto1,240816.750,224.750,204.750
TTLin1,241295.000,5.250,5.250
Opto1,241316.500,224.750,204.750
TTLin1,241794.500,5.250,5.250
Opto1,241816.000,224.750,204.750
TTLin1,242294.250,5.250,5.250
Opto1,242315.750,225.000,205.000
TTLin1,242794.000,5.250,5.250
Opto1,242815.500,224.750,204.750
TTLin1,243293.750,5.250,5.250
Opto1,243315.250,224.750,204.750
TTLin1,243793.500,5.250,5.250
Opto1,243815.000,224.750,204.750
TTLin1,244293.250,5.250,5.250
Opto1,244314.750,224.750,204.750
TTLin1,244793.000,5.250,5.250
Opto1,244814.250,225.000,205.000
TTLin1,245292.750,5.250,5.250
Opto1,245314.000,225.000,205.000
TTLin1,245792.500,5.250,5.250
Opto1,245814.000,224.750,204.750
TTLin1,246292.000,5.250,5.250
Opto1,246313.500,225.000,205.000
TTLin1,246791.750,5.250,5.250
Opto1,246813.000,225.000,205.000
TTLin1,247291.500,5.500,5.500
Opto1,247313.000,224.750,204.750
TTLin1,247791.250,5.250,5.250
Opto1,247812.750,224.500,204.500
TTLin1,248301.500,5.250,5.250
Opto1,248329.000,225.000,205.000
TTLin1,248801.250,5.250,5.250
Opto1,248828.500,225.000,205.000
TTLin1,249301.000,5.250,5.250
Opto1,249328.500,224.750,204.750
TTLin1,249801.750,5.250,5.250
Opto1,249828.250,224.500,204.500
TTLin1,250302.000,5.250,5.250
Opto1,250328.000,224.500,204.500
TTLin1,250801.750,5.250,5.250
Opto1,250827.750,224.750,204.750
TTLin1,251305.000,5.250,5.250
Opto1,251327.250,225.000,205.000
TTLin1,251804.750,5.250,5.250
Opto1,251827.000,225.000,205.000
TTLin1,252304.500,5.250,5.250
Opto1,252326.750,224.750,204.750
TTLin1,252804.000,5.250,5.250
Opto1,252826.250,225.000,205.000
TTLin1,253303.750,5.250,5.250
Opto1,253326.250,224.750,204.750
TTLin1,253803.500,5.250,5.250
Opto1,253826.000,224.750,204.750
TTLin1,254303.250,5.000,5.000
Opto1,254325.500,224.750,204.750
TTLin1,254805.250,5.250,5.250
Opto1,254825.250,224.750,204.750
TTLin1,255305.750,5.000,5.000
Opto1,255324.750,225.000,205.000
TTLin1,255805.500,5.000,5.000
Opto1,255824.500,225.000,205.000
TTLin1,256305.250,5.250,5.250
Opto1,256324.250,224.750,204.750
TTLin1,256806.500,5.250,5.250
Opto1,256824.000,225.000,205.000
TTLin1,257306.250,5.250,5.250
Opto1,257323.750,225.000,205.000
TTLin1,257806.000,5.250,5.250
Opto1,257823.500,224.750,204.750
TTLin1,258305.750,5.250,5.250
Opto1,258323.250,224.750,204.750
TTLin1,258832.000,5.250,5.250
Opto1,258856.250,225.000,205.000
TTLin1,259331.750,5.250,5.250
Opto1,259356.000,224.750,204.750
TTLin1,259834.750,5.500,5.500
Opto1,259855.750,224.500,204.500
TTLin1,260334.500,5.250,5.250
Opto1,260355.250,224.750,204.750
TTLin1,260834.250,5.000,5.000
Opto1,260855.000,225.000,205.000
TTLin1,261333.750,5.250,5.250
Opto1,261354.500,225.000,205.000
TTLin1,261833.500,5.250,5.250
Opto1,261854.500,224.500,204.500
TTLin1,262333.250,5.250,5.250
Opto1,262354.000,225.000,205.000
TTLin1,262833.000,5.250,5.250
Opto1,262854.000,224.750,204.750
TTLin1,263332.750,5.250,5.250
Opto1,263353.500,225.000,205.000
TTLin1,263832.500,5.000,5.000
Opto1,263853.250,224.750,204.750
TTLin1,264332.250,5.000,5.000
Opto1,264353.000,224.750,204.750
TTLin1,264831.750,5.250,5.250
Opto1,264852.750,224.750,204.750
TTLin1,265331.500,5.250,5.250
Opto1,265352.500,224.750,204.750
TTLin1,265831.250,5.250,5.250
Opto1,265852.000,224.750,204.750
TTLin1,266331.000,5.250,5.250
Opto1,266351.750,225.000,205.000
TTLin1,266830.750,5.000,5.000
Opto1,266851.500,224.750,204.750
TTLin1,267330.500,5.000,5.000
Opto1,267351.250,225.000,205.000
TTLin1,267830.000,5.250,5.250
Opto1,267851.000,224.750,204.750
TTLin1,268329.750,5.250,5.250
Opto1,268350.750,224.750,204.750
TTLin1,268829.500,5.250,5.250
Opto1,268850.250,225.000,205.000
TTLin1,269329.250,5.000,5.000
Opto1,269350.000,225.000,205.000
TTLin1,269858.250,5.250,5.250
Opto1,269883.000,224.750,204.750
TTLin1,270358.250,5.000,5.000
Opto1,270382.750,224.750,204.750
TTLin1,270857.750,5.250,5.250
Opto1,270882.500,225.000,205.000
TTLin1,271357.500,5.250,5.250
Opto1,271382.250,224.750,204.750
TTLin1,271857.500,5.000,5.000
Opto1,271882.000,224.500,204.500
TTLin1,272357.750,5.250,5.250
Opto1,272381.750,224.750,204.750
TTLin1,272857.500,5.000,5.000
Opto1,272881.250,224.750,204.750
TTLin1,273357.250,5.250,5.250
Opto1,273381.000,224.750,204.750
TTLin1,273856.750,5.250,5.250
Opto1,273880.750,224.750,204.750
TTLin1,274356.500,5.250,5.250
Opto1,274380.500,224.750,204.750
TTLin1,274856.250,5.250,5.250
Opto1,274880.250,224.750,204.750
TTLin1,275356.500,5.250,5.250
Opto1,275380.000,224.750,204.750
TTLin1,275856.500,5.000,5.000
Opto1,275879.500,224.750,204.750
TTLin1,276356.000,5.250,5.250
Opto1,276379.250,225.000,205.000
TTLin1,276855.750,5.250,5.250
Opto1,276879.000,224.750,204.750
TTLin1,277355.500,5.250,5.250
Opto1,277378.750,224.750,204.750
TTLin1,277855.250,5.250,5.250
Opto1,277878.500,224.750,204.750
TTLin1,278355.000,5.250,5.250
Opto1,278378.250,224.750,204.750
TTLin1,278854.750,5.000,5.000
Opto1,278877.750,225.000,205.000
TTLin1,279354.250,5.250,5.250
Opto1,279377.750,224.750,204.750
TTLin1,279854.000,5.250,5.250
Opto1,279877.250,224.750,204.750
TTLin1,280353.750,5.250,5.250
Opto1,280377.000,224.500,204.500
TTLin1,280853.500,5.000,5.000
Opto1,280876.750,224.750,204.750
TTLin1,281353.250,5.000,5.000
Opto1,281376.500,224.750,204.750
TTLin1,281852.750,5.250,5.250
Opto1,281876.250,224.750,204.750
TTLin1,282352.500,5.250,5.250
Opto1,282375.750,225.000,205.000
TTLin1,282867.750,5.000,5.000
Opto1,282892.250,224.750,204.750
TTLin1,283367.500,5.250,5.250
Opto1,283392.000,224.750,204.750
TTLin1,283867.250,5.250,5.250
Opto1,283891.750,241.500,221.500
TTLin1,284381.250,5.250,5.250
Opto1,284408.000,224.750,204.750
TTLin1,284881.250,5.250,5.250
Opto1,284907.750,224.750,204.750
TTLin1,285381.750,5.250,5.250
Opto1,285407.500,224.750,204.750
TTLin1,285881.750,5.250,5.250
Opto1,285907.250,224.750,204.750
TTLin1,286381.750,5.250,5.250
Opto1,286407.000,224.500,204.500
TTLin1,286881.750,5.250,5.250
Opto1,286906.500,225.000,205.000
TTLin1,287381.750,5.250,5.250
Opto1,287406.250,224.500,204.500
TTLin1,287881.500,5.250,5.250
Opto1,287906.000,224.750,204.750
TTLin1,288381.250,5.250,5.250
Opto1,288405.750,224.750,204.750
TTLin1,288881.000,5.250,5.250
Opto1,288905.500,224.500,204.500
TTLin1,289380.750,5.250,5.250
Opto1,289405.250,224.750,204.750
TTLin1,289880.500,5.000,5.000
Opto1,289905.000,224.750,204.750
TTLin1,290380.250,5.000,5.000
Opto1,290404.750,224.500,204.500
TTLin1,290879.750,5.250,5.250
Opto1,290904.250,224.750,204.750
TTLin1,291379.500,5.250,5.250
Opto1,291404.000,224.750,204.750
TTLin1,291879.250,5.250,5.250
Opto1,291903.500,225.000,205.000
TTLin1,292379.000,5.250,5.250
Opto1,292403.500,224.500,204.500
TTLin1,292878.750,5.250,5.250
Opto1,292903.250,224.750,204.750
TTLin1,293378.750,5.250,5.250
Opto1,293402.750,225.000,205.000
TTLin1,293878.500,5.250,5.250
Opto1,293902.500,224.750,204.750
TTLin1,294378.000,5.250,5.250
Opto1,294402.250,241.500,221.500
TTLin1,294894.000,5.250,5.250
Opto1,294918.500,225.000,205.000
TTLin1,295393.750,5.250,5.250
Opto1,295418.250,225.000,205.000
TTLin1,295893.500,5.250,5.250
Opto1,295918.000,224.750,204.750
TTLin1,296393.750,5.000,5.000
Opto1,296417.750,224.750,204.750
TTLin1,296893.500,5.250,5.250
Opto1,296917.250,225.000,205.000
TTLin1,297393.000,5.500,5.500
Opto1,297417.250,224.750,204.750
TTLin1,297892.750,5.250,5.250
Opto1,297916.750,225.000,205.000
TTLin1,298392.500,5.250,5.250
Opto1,298416.500,224.750,204.750
TTLin1,298892.250,5.250,5.250
Opto1,298916.250,224.750,204.750
TTLin1,299392.000,5.250,5.250
Opto1,299416.000,224.750,204.750
TTLin1,299891.750,5.250,5.250
Opto1,299915.750,84.250,64.250
