Type,Onset,Duration,DurationCorrected
Opto1,151144.500,224.750,204.750
TTLin1,151606.000,183.250,183.250
Opto1,151644.250,224.750,204.750
TTLin1,152105.750,183.250,183.250
Opto1,152144.000,224.500,204.500
TTLin1,152605.500,183.250,183.250
Opto1,152643.500,225.000,205.000
TTLin1,153105.000,183.250,183.250
Opto1,153143.500,224.750,204.750
TTLin1,153604.750,183.250,183.250
Opto1,153643.000,224.000,204.000
TTLin1,154104.500,183.250,183.250
Opto1,154142.500,224.500,204.500
TTLin1,154604.250,183.250,183.250
Opto1,154642.500,224.500,204.500
TTLin1,155104.000,183.250,183.250
Opto1,155142.250,224.500,204.500
TTLin1,155603.500,183.250,183.250
Opto1,155642.000,224.500,204.500
TTLin1,156103.250,183.250,183.250
Opto1,156140.750,225.500,205.500
TTLin1,156603.000,183.250,183.250
Opto1,156641.250,225.000,205.000
TTLin1,157102.750,183.250,183.250
Opto1,157141.000,224.750,204.750
TTLin1,157602.500,183.250,183.250
Opto1,157639.250,226.250,206.250
TTLin1,158102.250,183.000,183.000
Opto1,158140.500,224.750,204.750
TTLin1,158601.750,183.250,183.250
Opto1,158640.000,225.000,205.000
TTLin1,159101.500,183.250,183.250
Opto1,159140.000,224.500,204.500
TTLin1,159601.250,183.250,183.250
Opto1,159639.750,224.750,204.750
TTLin1,160101.000,183.250,183.250
Opto1,160139.250,224.750,204.750
TTLin1,160600.750,183.250,183.250
Opto1,160639.250,224.500,204.500
TTLin1,161100.250,183.250,183.250
Opto1,161138.750,224.500,204.500
TTLin1,161600.250,183.000,183.000
Opto1,161638.250,225.000,205.000
TTLin1,162099.750,183.250,183.250
Opto1,162138.000,224.750,204.750
TTLin1,162599.500,183.250,183.250
Opto1,162638.000,224.750,204.750
TTLin1,163099.250,183.250,183.250
Opto1,163137.500,224.500,204.500
TTLin1,163599.000,183.250,183.250
Opto1,163636.250,225.750,205.750
TTLin1,164098.750,183.000,183.000
Opto1,164137.000,224.500,204.500
TTLin1,164598.500,183.250,183.250
Opto1,164636.750,224.750,204.750
TTLin1,165098.250,183.250,183.250
Opto1,165136.500,224.750,204.750
TTLin1,165598.000,183.250,183.250
Opto1,165636.250,224.500,204.500
TTLin1,166097.750,183.000,183.000
Opto1,166135.750,225.000,205.000
TTLin1,166597.250,183.250,183.250
Opto1,166635.500,224.750,204.750
TTLin1,167097.000,183.250,183.250
Opto1,167135.250,224.500,204.500
TTLin1,167596.750,183.250,183.250
Opto1,167635.000,224.750,204.750
TTLin1,168096.500,183.250,183.250
Opto1,168133.500,225.750,205.750
TTLin1,168596.250,183.250,183.250
Opto1,168634.500,224.750,204.750
TTLin1,169095.750,183.250,183.250
Opto1,169133.250,225.250,205.250
TTLin1,169595.500,183.250,183.250
Opto1,169633.250,225.250,205.250
TTLin1,170095.250,183.250,183.250
Opto1,170133.250,225.000,205.000
TTLin1,170595.000,183.250,183.250
Opto1,170633.250,224.750,204.750
TTLin1,171094.750,183.250,183.250
Opto1,171133.000,224.000,204.000
TTLin1,171594.500,183.250,183.250
Opto1,171632.500,224.750,204.750
TTLin1,172094.250,183.250,183.250
Opto1,172132.500,224.000,204.000
TTLin1,172593.750,183.250,183.250
Opto1,172632.250,224.000,204.000
TTLin1,173093.500,183.250,183.250
Opto1,173131.750,224.750,204.750
TTLin1,173593.250,183.250,183.250
Opto1,173630.500,224.750,204.750
TTLin1,174093.000,183.250,183.250
Opto1,174130.250,225.500,205.500
TTLin1,174592.750,183.250,183.250
Opto1,174630.750,224.750,204.750
TTLin1,175092.500,183.000,183.000
Opto1,175130.500,224.500,204.500
TTLin1,175592.000,183.250,183.250
Opto1,175629.500,225.500,205.500
TTLin1,176091.750,183.250,183.250
Opto1,176130.000,224.500,204.500
TTLin1,176591.500,183.250,183.250
Opto1,176629.750,224.750,204.750
TTLin1,177091.250,183.250,183.250
Opto1,177129.500,224.750,204.750
TTLin1,177591.000,183.000,183.000
Opto1,177629.250,224.250,204.250
TTLin1,178090.500,183.250,183.250
Opto1,178128.750,225.000,205.000
TTLin1,178590.250,183.250,183.250
Opto1,178628.750,224.000,204.000
TTLin1,179090.000,183.250,183.250
Opto1,179128.250,224.250,204.250
TTLin1,179589.750,183.250,183.250
Opto1,179628.250,224.250,204.250
TTLin1,180089.500,183.000,183.000
Opto1,180127.750,224.500,204.500
TTLin1,180589.000,183.250,183.250
Opto1,180626.500,225.750,205.750
TTLin1,181088.750,183.250,183.250
Opto1,181126.500,225.250,205.250
TTLin1,181588.500,183.250,183.250
Opto1,181626.000,225.250,205.250
TTLin1,182088.250,183.250,183.250
Opto1,182125.500,224.000,204.000
TTLin1,182588.000,183.250,183.250
Opto1,182625.750,225.250,205.250
TTLin1,183087.750,183.250,183.250
Opto1,183125.250,224.500,204.500
TTLin1,183587.250,183.250,183.250
Opto1,183625.500,224.500,204.500
TTLin1,184087.000,183.250,183.250
Opto1,184125.000,224.250,204.250
TTLin1,184586.750,183.250,183.250
Opto1,184625.000,224.500,204.500
TTLin1,185086.500,183.250,183.250
Opto1,185124.250,224.250,204.250
TTLin1,185586.250,183.000,183.000
Opto1,185624.250,224.750,204.750
TTLin1,186085.750,183.250,183.250
Opto1,186124.000,225.000,205.000
TTLin1,186585.500,183.250,183.250
Opto1,186622.750,225.750,205.750
TTLin1,187085.250,183.250,183.250
Opto1,187123.750,224.500,204.500
TTLin1,187585.000,183.250,183.250
Opto1,187623.250,223.750,203.750
TTLin1,188084.750,183.250,183.250
Opto1,188122.750,225.000,205.000
TTLin1,188584.500,183.250,183.250
Opto1,188621.750,225.500,205.500
TTLin1,189084.250,183.000,183.000
Opto1,189122.500,224.000,204.000
TTLin1,189584.000,183.250,183.250
Opto1,189622.000,225.000,205.000
TTLin1,190083.750,183.250,183.250
Opto1,190121.750,224.500,204.500
TTLin1,190583.500,183.250,183.250
Opto1,190621.500,225.000,205.000
TTLin1,191083.000,183.250,183.250
Opto1,191121.250,224.000,204.000
TTLin1,191582.750,183.250,183.250
Opto1,191621.000,224.500,204.500
TTLin1,192082.500,183.250,183.250
Opto1,192120.750,224.750,204.750
