stimulus	nblettres	freqlemfilms2	ifreq	wtype	word
aisé	4	3.03	1	0	aisé
rime	4	3.08	1	0	rime
mâle	4	3.09	1	0	mâle
dock	4	3.1	1	0	dock
lave	4	3.13	1	0	lave
yack	4	3.15	1	0	yack
yoga	4	3.17	1	0	yoga
croc	4	3.19	1	0	croc
sève	4	3.19	1	0	sève
elfe	4	3.26	1	0	elfe
ruer	4	3.27	1	0	ruer
guet	4	3.29	1	0	guet
haie	4	3.36	1	0	haie
sire	4	3.37	1	0	sire
fief	4	3.38	1	0	fief
vomi	4	3.52	1	0	vomi
gale	4	3.52	1	0	gale
lobe	4	3.58	1	0	lobe
tôle	4	3.58	1	0	tôle
pôle	4	3.59	1	0	pôle
gêne	4	3.62	1	0	gêne
tige	4	3.73	1	0	tige
brut	4	3.86	1	0	brut
gala	4	3.9	1	0	gala
iris	4	3.93	1	0	iris
dune	4	3.96	1	0	dune
raid	4	3.98	1	0	raid
flux	4	4.07	1	0	flux
plan	4	4.08	1	0	plan
cale	4	4.08	1	0	cale
diva	4	4.16	1	0	diva
ride	4	4.2	1	0	ride
turc	4	4.25	1	0	turc
taxe	4	4.34	1	0	taxe
rame	4	4.38	1	0	rame
abbé	4	4.46	1	0	abbé
poli	4	4.68	1	0	poli
bond	4	4.69	1	0	bond
abus	4	4.75	1	0	abus
grue	4	4.76	1	0	grue
sofa	4	4.77	1	0	sofa
pion	4	4.91	1	0	pion
zèle	4	4.92	1	0	zèle
toux	4	4.94	1	0	toux
ravi	4	5.02	1	0	ravi
coût	4	5.04	1	0	coût
aigu	4	5.08	1	0	aigu
obus	4	5.13	1	0	obus
trac	4	5.17	1	0	trac
case	4	5.18	1	0	case
solo	4	5.22	1	0	solo
issu	4	5.24	1	0	issu
mime	4	5.35	1	0	mime
scie	4	5.36	1	0	scie
brin	4	5.38	1	0	brin
nage	4	5.42	1	0	nage
rite	4	5.43	1	0	rite
pieu	4	5.45	1	0	pieu
roux	4	5.52	1	0	roux
aire	4	5.54	1	0	aire
surf	4	5.57	1	0	surf
cire	4	5.59	1	0	cire
gain	4	5.6	1	0	gain
élan	4	5.66	1	0	élan
thon	4	5.88	1	0	thon
exil	4	6.04	1	0	exil
cure	4	6.08	1	0	cure
cape	4	6.25	1	0	cape
aîné	4	6.27	1	0	aîné
rhum	4	6.29	1	0	rhum
maïs	4	6.33	1	0	maïs
écho	4	6.65	1	0	écho
foin	4	6.73	1	0	foin
loto	4	6.75	1	0	loto
rude	4	6.85	1	0	rude
pape	4	7.17	1	0	pape
pâté	4	7.18	1	0	pâté
rien	4	7.26	1	0	rien
suer	4	7.28	1	0	suer
jazz	4	7.38	1	0	jazz
visa	4	7.39	1	0	visa
duel	4	7.54	1	0	duel
cerf	4	7.56	1	0	cerf
naïf	4	7.91	1	0	naïf
rive	4	7.92	1	0	rive
gène	4	8.07	1	0	gène
pois	4	8.09	1	0	pois
flou	4	8.18	1	0	flou
mile	4	8.34	1	0	mile
veuf	4	8.39	1	0	veuf
paie	4	8.4	1	0	paie
tank	4	8.41	1	0	tank
bouc	4	8.49	1	0	bouc
lard	4	8.62	1	0	lard
veau	4	8.66	1	0	veau
clan	4	8.83	1	0	clan
seau	4	9.01	1	0	seau
soit	4	9.02	1	0	soit
futé	4	9.23	1	0	futé
rail	4	9.31	1	0	rail
boxe	4	9.32	1	0	boxe
mule	4	9.62	1	0	mule
mars	4	9.75	1	0	mars
têtu	4	9.78	1	0	têtu
euro	4	9.84	1	0	euro
hall	4	9.9	1	0	hall
ruse	4	9.98	1	0	ruse
jupon	5	3	1	0	jupon
bluff	5	3.02	1	0	bluff
belge	5	3.03	1	0	belge
épice	5	3.06	1	0	épice
régir	5	3.1	1	0	régir
hobby	5	3.11	1	0	hobby
orner	5	3.11	1	0	orner
ruser	5	3.12	1	0	ruser
orgue	5	3.12	1	0	orgue
astre	5	3.13	1	0	astre
banjo	5	3.13	1	0	banjo
aïeul	5	3.13	1	0	aïeul
navet	5	3.16	1	0	navet
galon	5	3.16	1	0	galon
paume	5	3.17	1	0	paume
arche	5	3.19	1	0	arche
gamme	5	3.22	1	0	gamme
sévir	5	3.23	1	0	sévir
inouï	5	3.23	1	0	inouï
saper	5	3.23	1	0	saper
doyen	5	3.31	1	0	doyen
piler	5	3.34	1	0	piler
truie	5	3.35	1	0	truie
guêpe	5	3.37	1	0	guêpe
corse	5	3.37	1	0	corse
tempe	5	3.38	1	0	tempe
guéri	5	3.46	1	0	guéri
river	5	3.47	1	0	river
lisse	5	3.48	1	0	lisse
serbe	5	3.48	1	0	serbe
clone	5	3.49	1	0	clone
morse	5	3.5	1	0	morse
larve	5	3.52	1	0	larve
avide	5	3.52	1	0	avide
ruche	5	3.57	1	0	ruche
venin	5	3.59	1	0	venin
recul	5	3.59	1	0	recul
store	5	3.59	1	0	store
joyau	5	3.6	1	0	joyau
nouer	5	3.61	1	0	nouer
mulet	5	3.67	1	0	mulet
morue	5	3.67	1	0	morue
tract	5	3.67	1	0	tract
trier	5	3.68	1	0	trier
sceau	5	3.72	1	0	sceau
faner	5	3.73	1	0	faner
halte	5	3.77	1	0	halte
mûrir	5	3.77	1	0	mûrir
patin	5	3.77	1	0	patin
maçon	5	3.79	1	0	maçon
zèbre	5	3.8	1	0	zèbre
bonus	5	3.8	1	0	bonus
skier	5	3.81	1	0	skier
gazon	5	3.81	1	0	gazon
gomme	5	3.81	1	0	gomme
bocal	5	3.83	1	0	bocal
sauna	5	3.85	1	0	sauna
tiède	5	3.85	1	0	tiède
répit	5	3.87	1	0	répit
évier	5	3.87	1	0	évier
sujet	5	3.9	1	0	sujet
hutte	5	3.9	1	0	hutte
fente	5	3.93	1	0	fente
tâter	5	3.95	1	0	tâter
opium	5	3.95	1	0	opium
frite	5	3.98	1	0	frite
doter	5	4.08	1	0	doter
noyau	5	4.15	1	0	noyau
sérum	5	4.16	1	0	sérum
fugue	5	4.16	1	0	fugue
caler	5	4.19	1	0	caler
gaver	5	4.19	1	0	gaver
globe	5	4.21	1	0	globe
crête	5	4.23	1	0	crête
cobra	5	4.24	1	0	cobra
poilu	5	4.3	1	0	poilu
firme	5	4.32	1	0	firme
cache	5	4.33	1	0	cache
nappe	5	4.34	1	0	nappe
vache	5	4.38	1	0	vache
short	5	4.42	1	0	short
gifle	5	4.47	1	0	gifle
figer	5	4.49	1	0	figer
bacon	5	4.5	1	0	bacon
latin	5	4.52	1	0	latin
songe	5	4.53	1	0	songe
canot	5	4.58	1	0	canot
vocal	5	4.63	1	0	vocal
cadet	5	4.64	1	0	cadet
enjeu	5	4.67	1	0	enjeu
fossé	5	4.71	1	0	fossé
ancre	5	4.75	1	0	ancre
caser	5	4.76	1	0	caser
duper	5	4.77	1	0	duper
poney	5	4.8	1	0	poney
viril	5	4.82	1	0	viril
pente	5	4.82	1	0	pente
miner	5	4.83	1	0	miner
paroi	5	4.88	1	0	paroi
lever	5	4.92	1	0	lever
épier	5	4.93	1	0	épier
ravin	5	4.93	1	0	ravin
sabot	5	4.95	1	0	sabot
coque	5	5	1	0	coque
norme	5	5	1	0	norme
hibou	5	5.01	1	0	hibou
scier	5	5.01	1	0	scier
secte	5	5.02	1	0	secte
brume	5	5.07	1	0	brume
fléau	5	5.1	1	0	fléau
poêle	5	5.12	1	0	poêle
pépin	5	5.15	1	0	pépin
chêne	5	5.17	1	0	chêne
cargo	5	5.17	1	0	cargo
bille	5	5.21	1	0	bille
serre	5	5.28	1	0	serre
scoop	5	5.29	1	0	scoop
ramer	5	5.37	1	0	ramer
culte	5	5.37	1	0	culte
idole	5	5.43	1	0	idole
alias	5	5.45	1	0	alias
seuil	5	5.49	1	0	seuil
valse	5	5.55	1	0	valse
flanc	5	5.57	1	0	flanc
filon	5	5.61	1	0	filon
hâter	5	5.63	1	0	hâter
brise	5	5.63	1	0	brise
stock	5	5.66	1	0	stock
chiot	5	5.67	1	0	chiot
urine	5	5.72	1	0	urine
atout	5	5.74	1	0	atout
sirop	5	5.75	1	0	sirop
purée	5	5.75	1	0	purée
rampe	5	5.76	1	0	rampe
rôder	5	5.76	1	0	rôder
biche	5	5.8	1	0	biche
craie	5	5.8	1	0	craie
épine	5	5.81	1	0	épine
roche	5	5.81	1	0	roche
tronc	5	5.81	1	0	tronc
dépit	5	5.82	1	0	dépit
gober	5	5.9	1	0	gober
creux	5	5.9	1	0	creux
score	5	5.92	1	0	score
volet	5	5.93	1	0	volet
abîme	5	6.01	1	0	abîme
gilet	5	6.06	1	0	gilet
moule	5	6.12	1	0	moule
bilan	5	6.13	1	0	bilan
stage	5	6.16	1	0	stage
sobre	5	6.18	1	0	sobre
hymne	5	6.25	1	0	hymne
tarif	5	6.26	1	0	tarif
guise	5	6.26	1	0	guise
mythe	5	6.26	1	0	mythe
marée	5	6.31	1	0	marée
sonde	5	6.31	1	0	sonde
butin	5	6.35	1	0	butin
béton	5	6.41	1	0	béton
laine	5	6.41	1	0	laine
cirer	5	6.42	1	0	cirer
grade	5	6.44	1	0	grade
delta	5	6.59	1	0	delta
râler	5	6.61	1	0	râler
néant	5	6.62	1	0	néant
manie	5	6.63	1	0	manie
frire	5	6.63	1	0	frire
lueur	5	6.65	1	0	lueur
fibre	5	6.65	1	0	fibre
trêve	5	6.69	1	0	trêve
appât	5	6.74	1	0	appât
solde	5	6.76	1	0	solde
extra	5	6.78	1	0	extra
encre	5	6.81	1	0	encre
vigne	5	6.87	1	0	vigne
batte	5	6.87	1	0	batte
vouer	5	6.88	1	0	vouer
rimer	5	6.89	1	0	rimer
aigle	5	6.9	1	0	aigle
sapin	5	6.91	1	0	sapin
sabre	5	6.95	1	0	sabre
pique	5	6.95	1	0	pique
marin	5	7	1	0	marin
égout	5	7.01	1	0	égout
muter	5	7.04	1	0	muter
minet	5	7.09	1	0	minet
étang	5	7.1	1	0	étang
melon	5	7.11	1	0	melon
badge	5	7.14	1	0	badge
bosse	5	7.24	1	0	bosse
cygne	5	7.26	1	0	cygne
pacha	5	7.28	1	0	pacha
règne	5	7.32	1	0	règne
figue	5	7.38	1	0	figue
élite	5	7.38	1	0	élite
rayer	5	7.42	1	0	rayer
épave	5	7.5	1	0	épave
poire	5	7.58	1	0	poire
saler	5	7.6	1	0	saler
vêtir	5	7.67	1	0	vêtir
excès	5	7.67	1	0	excès
clore	5	7.75	1	0	clore
péril	5	7.76	1	0	péril
raide	5	7.76	1	0	raide
bidon	5	7.78	1	0	bidon
corne	5	7.79	1	0	corne
tyran	5	7.79	1	0	tyran
nuque	5	7.8	1	0	nuque
laser	5	7.87	1	0	laser
fosse	5	7.92	1	0	fosse
malle	5	7.96	1	0	malle
oubli	5	8.02	1	0	oubli
colle	5	8.11	1	0	colle
bulle	5	8.11	1	0	bulle
pacte	5	8.12	1	0	pacte
crabe	5	8.14	1	0	crabe
relax	5	8.16	1	0	relax
rhume	5	8.17	1	0	rhume
cycle	5	8.2	1	0	cycle
autel	5	8.27	1	0	autel
minus	5	8.35	1	0	minus
borne	5	8.35	1	0	borne
bazar	5	8.36	1	0	bazar
bijou	5	8.37	1	0	bijou
décor	5	8.38	1	0	décor
crêpe	5	8.44	1	0	crêpe
nonne	5	8.46	1	0	nonne
ruban	5	8.49	1	0	ruban
fouet	5	8.56	1	0	fouet
banal	5	8.66	1	0	banal
tripe	5	8.75	1	0	tripe
appui	5	8.81	1	0	appui
ouest	5	8.81	1	0	ouest
lover	5	8.85	1	0	lover
météo	5	8.9	1	0	météo
bravo	5	8.93	1	0	bravo
pince	5	9	1	0	pince
refus	5	9.02	1	0	refus
égard	5	9.19	1	0	égard
gémir	5	9.19	1	0	gémir
dinde	5	9.32	1	0	dinde
farce	5	9.35	1	0	farce
polir	5	9.45	1	0	polir
culot	5	9.73	1	0	culot
achat	5	9.75	1	0	achat
mèche	5	9.87	1	0	mèche
récit	5	9.89	1	0	récit
vague	5	9.9	1	0	vague
épeler	6	3	1	0	épeler
cigale	6	3	1	0	cigale
chacal	6	3.02	1	0	chacal
gaufre	6	3.03	1	0	gaufre
dévier	6	3.04	1	0	dévier
foetus	6	3.06	1	0	foetus
fouler	6	3.06	1	0	fouler
urbain	6	3.06	1	0	urbain
tramer	6	3.06	1	0	tramer
entité	6	3.08	1	0	entité
abolir	6	3.08	1	0	abolir
étoffe	6	3.1	1	0	étoffe
brevet	6	3.1	1	0	brevet
porche	6	3.1	1	0	porche
béguin	6	3.11	1	0	béguin
dément	6	3.12	1	0	dément
verger	6	3.13	1	0	verger
donjon	6	3.14	1	0	donjon
asthme	6	3.14	1	0	asthme
sommer	6	3.17	1	0	sommer
tuerie	6	3.17	1	0	tuerie
dépens	6	3.19	1	0	dépens
souder	6	3.2	1	0	souder
braver	6	3.2	1	0	braver
oracle	6	3.21	1	0	oracle
augure	6	3.21	1	0	augure
hormis	6	3.23	1	0	hormis
rigide	6	3.27	1	0	rigide
radeau	6	3.27	1	0	radeau
chevet	6	3.27	1	0	chevet
étirer	6	3.28	1	0	étirer
tourne	6	3.28	1	0	tourne
cubain	6	3.28	1	0	cubain
potage	6	3.28	1	0	potage
crasse	6	3.29	1	0	crasse
rituel	6	3.29	1	0	rituel
bouffe	6	3.31	1	0	bouffe
hideux	6	3.31	1	0	hideux
sonder	6	3.31	1	0	sonder
séisme	6	3.31	1	0	séisme
vessie	6	3.34	1	0	vessie
astuce	6	3.36	1	0	astuce
cloche	6	3.36	1	0	cloche
danois	6	3.37	1	0	danois
lavabo	6	3.38	1	0	lavabo
hausse	6	3.38	1	0	hausse
farcir	6	3.39	1	0	farcir
narine	6	3.41	1	0	narine
ragoût	6	3.44	1	0	ragoût
levier	6	3.46	1	0	levier
palier	6	3.47	1	0	palier
clause	6	3.47	1	0	clause
pétale	6	3.47	1	0	pétale
cierge	6	3.5	1	0	cierge
girafe	6	3.5	1	0	girafe
calife	6	3.51	1	0	calife
trèfle	6	3.52	1	0	trèfle
repère	6	3.52	1	0	repère
broder	6	3.52	1	0	broder
saveur	6	3.52	1	0	saveur
flaque	6	3.53	1	0	flaque
ration	6	3.54	1	0	ration
lycéen	6	3.55	1	0	lycéen
rafler	6	3.56	1	0	rafler
berner	6	3.56	1	0	berner
aumône	6	3.57	1	0	aumône
yaourt	6	3.58	1	0	yaourt
couver	6	3.59	1	0	couver
revers	6	3.6	1	0	revers
infect	6	3.61	1	0	infect
thorax	6	3.62	1	0	thorax
bobine	6	3.63	1	0	bobine
restau	6	3.65	1	0	restau
truite	6	3.65	1	0	truite
extase	6	3.67	1	0	extase
trompe	6	3.67	1	0	trompe
cachot	6	3.67	1	0	cachot
frimer	6	3.67	1	0	frimer
aurore	6	3.68	1	0	aurore
traire	6	3.69	1	0	traire
labeur	6	3.73	1	0	labeur
puéril	6	3.73	1	0	puéril
conter	6	3.76	1	0	conter
milice	6	3.77	1	0	milice
archer	6	3.77	1	0	archer
border	6	3.78	1	0	border
poivre	6	3.8	1	0	poivre
pilier	6	3.82	1	0	pilier
bûcher	6	3.82	1	0	bûcher
brèche	6	3.83	1	0	brèche
moisir	6	3.85	1	0	moisir
frémir	6	3.86	1	0	frémir
porter	6	3.87	1	0	porter
sphère	6	3.9	1	0	sphère
crèche	6	3.91	1	0	crèche
coquin	6	3.92	1	0	coquin
lustre	6	3.92	1	0	lustre
abbaye	6	3.94	1	0	abbaye
consul	6	3.95	1	0	consul
pantin	6	3.96	1	0	pantin
savant	6	3.99	1	0	savant
passif	6	4	1	0	passif
mutuel	6	4	1	0	mutuel
huître	6	4	1	0	huître
cavale	6	4	1	0	cavale
limace	6	4.01	1	0	limace
coyote	6	4.01	1	0	coyote
schéma	6	4.03	1	0	schéma
lancer	6	4.04	1	0	lancer
amiral	6	4.04	1	0	amiral
décret	6	4.06	1	0	décret
broyer	6	4.08	1	0	broyer
motard	6	4.1	1	0	motard
moteur	6	4.17	1	0	moteur
taudis	6	4.17	1	0	taudis
fracas	6	4.17	1	0	fracas
sonore	6	4.17	1	0	sonore
souple	6	4.22	1	0	souple
moelle	6	4.23	1	0	moelle
argile	6	4.26	1	0	argile
cobaye	6	4.27	1	0	cobaye
trouer	6	4.27	1	0	trouer
tampon	6	4.28	1	0	tampon
lièvre	6	4.3	1	0	lièvre
pioche	6	4.36	1	0	pioche
chalet	6	4.38	1	0	chalet
violet	6	4.38	1	0	violet
pointu	6	4.38	1	0	pointu
gratis	6	4.39	1	0	gratis
chaton	6	4.41	1	0	chaton
frôler	6	4.45	1	0	frôler
canyon	6	4.45	1	0	canyon
rincer	6	4.46	1	0	rincer
damner	6	4.46	1	0	damner
bercer	6	4.46	1	0	bercer
festin	6	4.5	1	0	festin
filtre	6	4.54	1	0	filtre
suture	6	4.54	1	0	suture
fiscal	6	4.54	1	0	fiscal
broche	6	4.57	1	0	broche
injure	6	4.58	1	0	injure
tuteur	6	4.6	1	0	tuteur
façade	6	4.6	1	0	façade
clarté	6	4.62	1	0	clarté
orange	6	4.62	1	0	orange
agonie	6	4.68	1	0	agonie
trauma	6	4.69	1	0	trauma
ulcère	6	4.69	1	0	ulcère
faille	6	4.71	1	0	faille
vibrer	6	4.73	1	0	vibrer
piment	6	4.76	1	0	piment
défunt	6	4.79	1	0	défunt
mobile	6	4.8	1	0	mobile
puzzle	6	4.81	1	0	puzzle
vipère	6	4.84	1	0	vipère
bavard	6	4.85	1	0	bavard
palace	6	4.85	1	0	palace
famine	6	4.88	1	0	famine
souche	6	4.93	1	0	souche
flacon	6	4.93	1	0	flacon
débris	6	4.94	1	0	débris
salive	6	4.94	1	0	salive
triple	6	4.94	1	0	triple
pignon	6	4.94	1	0	pignon
égaler	6	4.96	1	0	égaler
slogan	6	4.96	1	0	slogan
homard	6	4.96	1	0	homard
épater	6	4.96	1	0	épater
léguer	6	4.98	1	0	léguer
mâcher	6	5	1	0	mâcher
suisse	6	5.01	1	0	suisse
bassin	6	5.03	1	0	bassin
zombie	6	5.04	1	0	zombie
pudeur	6	5.08	1	0	pudeur
loisir	6	5.09	1	0	loisir
parade	6	5.1	1	0	parade
bondir	6	5.1	1	0	bondir
bouder	6	5.11	1	0	bouder
audace	6	5.12	1	0	audace
artère	6	5.13	1	0	artère
neutre	6	5.15	1	0	neutre
sortir	6	5.16	1	0	sortir
poteau	6	5.17	1	0	poteau
trappe	6	5.18	1	0	trappe
crampe	6	5.18	1	0	crampe
gaffer	6	5.2	1	0	gaffer
cordon	6	5.21	1	0	cordon
serein	6	5.22	1	0	serein
pomper	6	5.24	1	0	pomper
verrou	6	5.28	1	0	verrou
chimie	6	5.29	1	0	chimie
marron	6	5.33	1	0	marron
étable	6	5.37	1	0	étable
galant	6	5.39	1	0	galant
pondre	6	5.41	1	0	pondre
plâtre	6	5.42	1	0	plâtre
ghetto	6	5.42	1	0	ghetto
contre	6	5.43	1	0	contre
armure	6	5.46	1	0	armure
purger	6	5.46	1	0	purger
rivage	6	5.46	1	0	rivage
estime	6	5.49	1	0	estime
chuter	6	5.5	1	0	chuter
volcan	6	5.5	1	0	volcan
menthe	6	5.51	1	0	menthe
nature	6	5.52	1	0	nature
paysan	6	5.54	1	0	paysan
fraude	6	5.54	1	0	fraude
devise	6	5.54	1	0	devise
klaxon	6	5.55	1	0	klaxon
avenue	6	5.58	1	0	avenue
ingrat	6	5.61	1	0	ingrat
manger	6	5.62	1	0	manger
tantôt	6	5.62	1	0	tantôt
cuivre	6	5.64	1	0	cuivre
hangar	6	5.65	1	0	hangar
jumeau	6	5.68	1	0	jumeau
blouse	6	5.68	1	0	blouse
masser	6	5.69	1	0	masser
manier	6	5.7	1	0	manier
évêque	6	5.7	1	0	évêque
manuel	6	5.7	1	0	manuel
gendre	6	5.71	1	0	gendre
ciment	6	5.75	1	0	ciment
annuel	6	5.78	1	0	annuel
notion	6	5.79	1	0	notion
gramme	6	5.81	1	0	gramme
truand	6	5.82	1	0	truand
agenda	6	5.84	1	0	agenda
square	6	5.89	1	0	square
chauve	6	5.92	1	0	chauve
manège	6	5.92	1	0	manège
faucon	6	5.93	1	0	faucon
décent	6	5.95	1	0	décent
dégoût	6	6.02	1	0	dégoût
campus	6	6.04	1	0	campus
résolu	6	6.05	1	0	résolu
ironie	6	6.05	1	0	ironie
manoir	6	6.08	1	0	manoir
réussi	6	6.11	1	0	réussi
perche	6	6.11	1	0	perche
douane	6	6.12	1	0	douane
statut	6	6.13	1	0	statut
camper	6	6.16	1	0	camper
lézard	6	6.16	1	0	lézard
délice	6	6.17	1	0	délice
étalon	6	6.2	1	0	étalon
gâchis	6	6.24	1	0	gâchis
rigolo	6	6.25	1	0	rigolo
ruelle	6	6.25	1	0	ruelle
tueuse	6	6.26	1	0	tueuse
animer	6	6.28	1	0	animer
caviar	6	6.29	1	0	caviar
relire	6	6.31	1	0	relire
corvée	6	6.32	1	0	corvée
animal	6	6.33	1	0	animal
féroce	6	6.33	1	0	féroce
agacer	6	6.35	1	0	agacer
étaler	6	6.36	1	0	étaler
office	6	6.37	1	0	office
exquis	6	6.38	1	0	exquis
emplir	6	6.4	1	0	emplir
reflet	6	6.41	1	0	reflet
habile	6	6.44	1	0	habile
script	6	6.45	1	0	script
gérant	6	6.45	1	0	gérant
souper	6	6.48	1	0	souper
volume	6	6.48	1	0	volume
gibier	6	6.5	1	0	gibier
nausée	6	6.51	1	0	nausée
tacher	6	6.54	1	0	tacher
vaccin	6	6.54	1	0	vaccin
menton	6	6.58	1	0	menton
renard	6	6.66	1	0	renard
bonnir	6	6.67	1	0	bonnir
jument	6	6.67	1	0	jument
visuel	6	6.71	1	0	visuel
émeute	6	6.75	1	0	émeute
gifler	6	6.77	1	0	gifler
pureté	6	6.77	1	0	pureté
peigne	6	6.81	1	0	peigne
détour	6	6.82	1	0	détour
écurie	6	6.88	1	0	écurie
claque	6	6.88	1	0	claque
renier	6	6.88	1	0	renier
marais	6	6.91	1	0	marais
buffet	6	6.93	1	0	buffet
cahier	6	6.98	1	0	cahier
choeur	6	7	1	0	choeur
brebis	6	7.02	1	0	brebis
bannir	6	7.03	1	0	bannir
module	6	7.03	1	0	module
déchet	6	7.04	1	0	déchet
sûreté	6	7.04	1	0	sûreté
ardeur	6	7.08	1	0	ardeur
relais	6	7.09	1	0	relais
éponge	6	7.11	1	0	éponge
glacer	6	7.21	1	0	glacer
climat	6	7.21	1	0	climat
marine	6	7.26	1	0	marine
énigme	6	7.29	1	0	énigme
marbre	6	7.31	1	0	marbre
grange	6	7.33	1	0	grange
glaçon	6	7.4	1	0	glaçon
aboyer	6	7.43	1	0	aboyer
lasser	6	7.43	1	0	lasser
clouer	6	7.52	1	0	clouer
subtil	6	7.54	1	0	subtil
préfet	6	7.56	1	0	préfet
sermon	6	7.61	1	0	sermon
louche	6	7.63	1	0	louche
peiner	6	7.65	1	0	peiner
strict	6	7.66	1	0	strict
expert	6	7.66	1	0	expert
piller	6	7.66	1	0	piller
infâme	6	7.71	1	0	infâme
balade	6	7.71	1	0	balade
cerner	6	7.74	1	0	cerner
trajet	6	7.74	1	0	trajet
moulin	6	7.75	1	0	moulin
cochon	6	7.76	1	0	cochon
fendre	6	7.76	1	0	fendre
soupir	6	7.85	1	0	soupir
timbre	6	7.86	1	0	timbre
planer	6	7.86	1	0	planer
neiger	6	7.87	1	0	neiger
fureur	6	7.87	1	0	fureur
farine	6	7.95	1	0	farine
tumeur	6	7.96	1	0	tumeur
mineur	6	8.01	1	0	mineur
vapeur	6	8.02	1	0	vapeur
désert	6	8.02	1	0	désert
copier	6	8.07	1	0	copier
torche	6	8.09	1	0	torche
hisser	6	8.09	1	0	hisser
pyjama	6	8.11	1	0	pyjama
griffe	6	8.11	1	0	griffe
alerte	6	8.12	1	0	alerte
boulot	6	8.21	1	0	boulot
grippe	6	8.22	1	0	grippe
bonnet	6	8.37	1	0	bonnet
refuge	6	8.38	1	0	refuge
dicter	6	8.42	1	0	dicter
brosse	6	8.43	1	0	brosse
ardent	6	8.43	1	0	ardent
maître	6	8.45	1	0	maître
mérite	6	8.49	1	0	mérite
ultime	6	8.56	1	0	ultime
pousse	6	8.57	1	0	pousse
odieux	6	8.59	1	0	odieux
redire	6	8.61	1	0	redire
miette	6	8.68	1	0	miette
dédier	6	8.69	1	0	dédier
ciseau	6	8.72	1	0	ciseau
basque	6	8.73	1	0	basque
volant	6	8.78	1	0	volant
favori	6	8.79	1	0	favori
coudre	6	8.88	1	0	coudre
hanche	6	8.9	1	0	hanche
rougir	6	9.01	1	0	rougir
forger	6	9.02	1	0	forger
moitié	6	9.2	1	0	moitié
choisi	6	9.22	1	0	choisi
avérer	6	9.26	1	0	avérer
escroc	6	9.27	1	0	escroc
amende	6	9.37	1	0	amende
blâmer	6	9.38	1	0	blâmer
convoi	6	9.39	1	0	convoi
raisin	6	9.4	1	0	raisin
surfer	6	9.4	1	0	surfer
argent	6	9.41	1	0	argent
jambon	6	9.43	1	0	jambon
sévère	6	9.47	1	0	sévère
impact	6	9.54	1	0	impact
sieste	6	9.58	1	0	sieste
fourmi	6	9.61	1	0	fourmi
orteil	6	9.71	1	0	orteil
bétail	6	9.71	1	0	bétail
aviser	6	9.77	1	0	aviser
orbite	6	9.81	1	0	orbite
pécher	6	9.87	1	0	pécher
amical	6	9.88	1	0	amical
capter	6	9.89	1	0	capter
capture	7	3	1	0	capture
compote	7	3.01	1	0	compote
grogner	7	3.01	1	0	grogner
référer	7	3.02	1	0	référer
taverne	7	3.02	1	0	taverne
détroit	7	3.04	1	0	détroit
décoder	7	3.04	1	0	décoder
enrôler	7	3.04	1	0	enrôler
enivrer	7	3.06	1	0	enivrer
anxiété	7	3.06	1	0	anxiété
louange	7	3.06	1	0	louange
libéral	7	3.07	1	0	libéral
étriper	7	3.07	1	0	étriper
emprise	7	3.08	1	0	emprise
hameçon	7	3.08	1	0	hameçon
moisson	7	3.08	1	0	moisson
artisan	7	3.09	1	0	artisan
caillot	7	3.09	1	0	caillot
grouper	7	3.1	1	0	grouper
réforme	7	3.1	1	0	réforme
romance	7	3.12	1	0	romance
hospice	7	3.12	1	0	hospice
épargne	7	3.13	1	0	épargne
frousse	7	3.13	1	0	frousse
galoper	7	3.14	1	0	galoper
émigrer	7	3.15	1	0	émigrer
sacoche	7	3.16	1	0	sacoche
fertile	7	3.17	1	0	fertile
carbone	7	3.18	1	0	carbone
fresque	7	3.18	1	0	fresque
repaire	7	3.19	1	0	repaire
marmite	7	3.21	1	0	marmite
cigogne	7	3.22	1	0	cigogne
fusible	7	3.23	1	0	fusible
mouette	7	3.24	1	0	mouette
lugubre	7	3.25	1	0	lugubre
globule	7	3.25	1	0	globule
châtier	7	3.25	1	0	châtier
édifice	7	3.25	1	0	édifice
volupté	7	3.27	1	0	volupté
adoucir	7	3.27	1	0	adoucir
griffer	7	3.28	1	0	griffer
adéquat	7	3.28	1	0	adéquat
session	7	3.29	1	0	session
guignol	7	3.29	1	0	guignol
décimer	7	3.3	1	0	décimer
bistrot	7	3.3	1	0	bistrot
écolier	7	3.32	1	0	écolier
garanti	7	3.33	1	0	garanti
clément	7	3.36	1	0	clément
collant	7	3.37	1	0	collant
polluer	7	3.38	1	0	polluer
devenir	7	3.38	1	0	devenir
potence	7	3.4	1	0	potence
murmure	7	3.4	1	0	murmure
goudron	7	3.4	1	0	goudron
variété	7	3.42	1	0	variété
mosquée	7	3.43	1	0	mosquée
poulain	7	3.46	1	0	poulain
reptile	7	3.46	1	0	reptile
vacarme	7	3.46	1	0	vacarme
amasser	7	3.46	1	0	amasser
dégoter	7	3.47	1	0	dégoter
distant	7	3.48	1	0	distant
concret	7	3.48	1	0	concret
torchon	7	3.48	1	0	torchon
retaper	7	3.5	1	0	retaper
fausser	7	3.51	1	0	fausser
rejouer	7	3.51	1	0	rejouer
rebours	7	3.52	1	0	rebours
externe	7	3.53	1	0	externe
oeillet	7	3.53	1	0	oeillet
