subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
46,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
46,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
46,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
46,4,1,fr,4238,fr_localizer-22_0p82.wav,17882
46,5,1,fr,3709,fr_localizer-18-2_0p82.wav,23420
46,6,1,fr,3380,fr_localizer-17_0p82.wav,28429
46,7,2,wol,3540,wol3201_22050_1p15_LPF.wav,36809
46,8,2,wol,3200,wol3168_22050_1p15_LPF.wav,41649
46,9,2,wol,3319,wol3187_22050_1p15_LPF.wav,46149
46,10,3,ch,3099,ch_localizer_13_shorten_85.wav,54468
46,11,3,ch,3524,ch_localizer_09_shorten_87.wav,58867
46,12,3,ch,2862,ch_localizer_24_shorten_822.wav,63691
46,13,4,fr,3545,fr_localizer-02_0p82.wav,71553
46,14,4,fr,3097,fr_localizer-15_0p82.wav,76398
46,15,4,fr,2719,fr_localizer-01_0p82.wav,80795
46,16,5,wol,2467,wol3156_22050_1p15_LPF.wav,88514
46,17,5,wol,3636,wol3206_22050_1p15_LPF.wav,92281
46,18,5,wol,3411,wol3175_22050_1p15_LPF.wav,97217
46,19,6,ch,3249,ch_localizer_10_shorten_90.wav,105628
46,20,6,ch,3607,ch_localizer_11_shorten_88.wav,110177
46,21,6,ch,2715,ch_localizer_18.wav,115084
46,22,7,fr,3065,fr_localizer-16_0p82.wav,122799
46,23,7,fr,3796,fr_localizer-23_0p82.wav,127164
46,24,7,fr,2860,fr_localizer-05_0p82.wav,132260
46,25,8,wol,3122,wol3165_22050_1p15_LPF.wav,140120
46,26,8,wol,2869,wol3154_22050_1p15_LPF.wav,144542
46,27,8,wol,3494,wol3184_22050_1p15_LPF.wav,148711
46,28,9,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,157205
46,29,9,ch,3183,ch_localizer_22_shorten_86.wav,161534
46,30,9,ch,3061,ch_localizer_16_shorten_85.wav,166017
46,31,10,fr,3362,fr_localizer-10_0p82.wav,174078
46,32,10,fr,2846,fr_localizer-04_0p82.wav,178740
46,33,10,fr,3047,fr_localizer-03-2_0p82.wav,182886
46,34,11,wol,2881,wol3162_22050_1p15_LPF.wav,190933
46,35,11,wol,3496,wol3192_22050_1p15_LPF.wav,195114
46,36,11,wol,2754,wol3153_22050_1p15_LPF.wav,199910
46,37,12,ch,3288,ch_localizer_03_shorten86.wav,207664
46,38,12,ch,3950,ch_localizer_08_shorten_80.wav,212252
46,39,12,ch,3419,ch_localizer_20_shorten_85.wav,217502
46,40,13,fr,2728,fr_localizer-07-2_0p82.wav,225921
46,41,13,fr,3458,fr_localizer-13_0p82.wav,229949
46,42,13,fr,3225,fr_localizer-11_0p82.wav,234707
46,43,14,wol,3098,wol3161_22050_1p15_LPF.wav,242932
46,44,14,wol,4198,wol3214_22050_1p15_LPF.wav,247330
46,45,14,wol,3249,wol3186_22050_1p15_LPF.wav,252828
46,46,15,ch,3013,ch_localizer_14_shorten_88.wav,261077
46,47,15,ch,4544,ch_localizer_12_shorten_82.wav,265390
46,48,15,ch,2773,ch_localizer_07_trim88.wav,271234
46,49,16,fr,3384,fr_localizer-19.wav,279007
46,50,16,fr,2792,fr_localizer-06_0p82.wav,283691
46,51,16,fr,3577,fr_localizer-20_0p82.wav,287783
46,52,17,wol,3336,wol3167_22050_1p15_LPF.wav,296360
46,53,17,wol,3200,wol3178_22050_1p15_LPF.wav,300996
46,54,17,wol,2860,wol3157_22050_1p15_LPF.wav,305496
46,55,18,ch,3421,ch_localizer_01_873.wav,313356
46,56,18,ch,2994,ch_localizer_02_876.wav,318077
46,57,18,ch,3654,ch_localizer_05_875.wav,322371
46,58,99,,1000,silent-1sec.wav,331025
