subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
3,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
3,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
3,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
3,4,1,wol,3540,wol3201_22050_1p15_LPF.wav,17882
3,5,1,wol,3200,wol3168_22050_1p15_LPF.wav,22722
3,6,1,wol,3319,wol3187_22050_1p15_LPF.wav,27222
3,7,2,fr,3545,fr_localizer-02_0p82.wav,35541
3,8,2,fr,3097,fr_localizer-15_0p82.wav,40386
3,9,2,fr,2719,fr_localizer-01_0p82.wav,44783
3,10,3,ch,3099,ch_localizer_13_shorten_85.wav,52502
3,11,3,ch,3524,ch_localizer_09_shorten_87.wav,56901
3,12,3,ch,2862,ch_localizer_24_shorten_822.wav,61725
3,13,4,wol,2881,wol3162_22050_1p15_LPF.wav,69587
3,14,4,wol,3496,wol3192_22050_1p15_LPF.wav,73768
3,15,4,wol,2754,wol3153_22050_1p15_LPF.wav,78564
3,16,5,fr,3384,fr_localizer-19.wav,86318
3,17,5,fr,2792,fr_localizer-06_0p82.wav,91002
3,18,5,fr,3577,fr_localizer-20_0p82.wav,95094
3,19,6,ch,3013,ch_localizer_14_shorten_88.wav,103671
3,20,6,ch,4544,ch_localizer_12_shorten_82.wav,107984
3,21,6,ch,2773,ch_localizer_07_trim88.wav,113828
3,22,7,wol,3122,wol3165_22050_1p15_LPF.wav,121601
3,23,7,wol,2869,wol3154_22050_1p15_LPF.wav,126023
3,24,7,wol,3494,wol3184_22050_1p15_LPF.wav,130192
3,25,8,fr,3362,fr_localizer-10_0p82.wav,138686
3,26,8,fr,2846,fr_localizer-04_0p82.wav,143348
3,27,8,fr,3047,fr_localizer-03-2_0p82.wav,147494
3,28,9,ch,3288,ch_localizer_03_shorten86.wav,155541
3,29,9,ch,3950,ch_localizer_08_shorten_80.wav,160129
3,30,9,ch,3419,ch_localizer_20_shorten_85.wav,165379
3,31,10,wol,3336,wol3167_22050_1p15_LPF.wav,173798
3,32,10,wol,3200,wol3178_22050_1p15_LPF.wav,178434
3,33,10,wol,2860,wol3157_22050_1p15_LPF.wav,182934
3,34,11,fr,3065,fr_localizer-16_0p82.wav,190794
3,35,11,fr,3796,fr_localizer-23_0p82.wav,195159
3,36,11,fr,2860,fr_localizer-05_0p82.wav,200255
3,37,12,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,208115
3,38,12,ch,3183,ch_localizer_22_shorten_86.wav,212444
3,39,12,ch,3061,ch_localizer_16_shorten_85.wav,216927
3,40,13,wol,3098,wol3161_22050_1p15_LPF.wav,224988
3,41,13,wol,4198,wol3214_22050_1p15_LPF.wav,229386
3,42,13,wol,3249,wol3186_22050_1p15_LPF.wav,234884
3,43,14,fr,2728,fr_localizer-07-2_0p82.wav,243133
3,44,14,fr,3458,fr_localizer-13_0p82.wav,247161
3,45,14,fr,3225,fr_localizer-11_0p82.wav,251919
3,46,15,ch,3421,ch_localizer_01_873.wav,260144
3,47,15,ch,2994,ch_localizer_02_876.wav,264865
3,48,15,ch,3654,ch_localizer_05_875.wav,269159
3,49,16,wol,2467,wol3156_22050_1p15_LPF.wav,277813
3,50,16,wol,3636,wol3206_22050_1p15_LPF.wav,281580
3,51,16,wol,3411,wol3175_22050_1p15_LPF.wav,286516
3,52,17,fr,4238,fr_localizer-22_0p82.wav,294927
3,53,17,fr,3709,fr_localizer-18-2_0p82.wav,300465
3,54,17,fr,3380,fr_localizer-17_0p82.wav,305474
3,55,18,ch,3249,ch_localizer_10_shorten_90.wav,313854
3,56,18,ch,3607,ch_localizer_11_shorten_88.wav,318403
3,57,18,ch,2715,ch_localizer_18.wav,323310
3,58,99,,1000,silent-1sec.wav,331025
