subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
21,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
21,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
21,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
21,4,1,wol,3540,wol3201_22050_1p15_LPF.wav,17882
21,5,1,wol,3200,wol3168_22050_1p15_LPF.wav,22722
21,6,1,wol,3319,wol3187_22050_1p15_LPF.wav,27222
21,7,2,fr,3384,fr_localizer-19.wav,35541
21,8,2,fr,2792,fr_localizer-06_0p82.wav,40225
21,9,2,fr,3577,fr_localizer-20_0p82.wav,44317
21,10,3,ch,3099,ch_localizer_13_shorten_85.wav,52894
21,11,3,ch,3524,ch_localizer_09_shorten_87.wav,57293
21,12,3,ch,2862,ch_localizer_24_shorten_822.wav,62117
21,13,4,wol,2881,wol3162_22050_1p15_LPF.wav,69979
21,14,4,wol,3496,wol3192_22050_1p15_LPF.wav,74160
21,15,4,wol,2754,wol3153_22050_1p15_LPF.wav,78956
21,16,5,fr,2728,fr_localizer-07-2_0p82.wav,86710
21,17,5,fr,3458,fr_localizer-13_0p82.wav,90738
21,18,5,fr,3225,fr_localizer-11_0p82.wav,95496
21,19,6,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,103721
21,20,6,ch,3183,ch_localizer_22_shorten_86.wav,108050
21,21,6,ch,3061,ch_localizer_16_shorten_85.wav,112533
21,22,7,wol,3098,wol3161_22050_1p15_LPF.wav,120594
21,23,7,wol,4198,wol3214_22050_1p15_LPF.wav,124992
21,24,7,wol,3249,wol3186_22050_1p15_LPF.wav,130490
21,25,8,fr,4238,fr_localizer-22_0p82.wav,138739
21,26,8,fr,3709,fr_localizer-18-2_0p82.wav,144277
21,27,8,fr,3380,fr_localizer-17_0p82.wav,149286
21,28,9,ch,3421,ch_localizer_01_873.wav,157666
21,29,9,ch,2994,ch_localizer_02_876.wav,162387
21,30,9,ch,3654,ch_localizer_05_875.wav,166681
21,31,10,wol,2467,wol3156_22050_1p15_LPF.wav,175335
21,32,10,wol,3636,wol3206_22050_1p15_LPF.wav,179102
21,33,10,wol,3411,wol3175_22050_1p15_LPF.wav,184038
21,34,11,fr,3065,fr_localizer-16_0p82.wav,192449
21,35,11,fr,3796,fr_localizer-23_0p82.wav,196814
21,36,11,fr,2860,fr_localizer-05_0p82.wav,201910
21,37,12,ch,3249,ch_localizer_10_shorten_90.wav,209770
21,38,12,ch,3607,ch_localizer_11_shorten_88.wav,214319
21,39,12,ch,2715,ch_localizer_18.wav,219226
21,40,13,wol,3122,wol3165_22050_1p15_LPF.wav,226941
21,41,13,wol,2869,wol3154_22050_1p15_LPF.wav,231363
21,42,13,wol,3494,wol3184_22050_1p15_LPF.wav,235532
21,43,14,fr,3362,fr_localizer-10_0p82.wav,244026
21,44,14,fr,2846,fr_localizer-04_0p82.wav,248688
21,45,14,fr,3047,fr_localizer-03-2_0p82.wav,252834
21,46,15,ch,3288,ch_localizer_03_shorten86.wav,260881
21,47,15,ch,3950,ch_localizer_08_shorten_80.wav,265469
21,48,15,ch,3419,ch_localizer_20_shorten_85.wav,270719
21,49,16,wol,3336,wol3167_22050_1p15_LPF.wav,279138
21,50,16,wol,3200,wol3178_22050_1p15_LPF.wav,283774
21,51,16,wol,2860,wol3157_22050_1p15_LPF.wav,288274
21,52,17,fr,3545,fr_localizer-02_0p82.wav,296134
21,53,17,fr,3097,fr_localizer-15_0p82.wav,300979
21,54,17,fr,2719,fr_localizer-01_0p82.wav,305376
21,55,18,ch,3013,ch_localizer_14_shorten_88.wav,313095
21,56,18,ch,4544,ch_localizer_12_shorten_82.wav,317408
21,57,18,ch,2773,ch_localizer_07_trim88.wav,323252
21,58,99,,1000,silent-1sec.wav,331025
