subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
16,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
16,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
16,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
16,4,1,fr,3362,fr_localizer-10_0p82.wav,17882
16,5,1,fr,2846,fr_localizer-04_0p82.wav,22544
16,6,1,fr,3047,fr_localizer-03-2_0p82.wav,26690
16,7,2,wol,3122,wol3165_22050_1p15_LPF.wav,34737
16,8,2,wol,2869,wol3154_22050_1p15_LPF.wav,39159
16,9,2,wol,3494,wol3184_22050_1p15_LPF.wav,43328
16,10,3,ch,3288,ch_localizer_03_shorten86.wav,51822
16,11,3,ch,3950,ch_localizer_08_shorten_80.wav,56410
16,12,3,ch,3419,ch_localizer_20_shorten_85.wav,61660
16,13,4,fr,3384,fr_localizer-19.wav,70079
16,14,4,fr,2792,fr_localizer-06_0p82.wav,74763
16,15,4,fr,3577,fr_localizer-20_0p82.wav,78855
16,16,5,wol,2881,wol3162_22050_1p15_LPF.wav,87432
16,17,5,wol,3496,wol3192_22050_1p15_LPF.wav,91613
16,18,5,wol,2754,wol3153_22050_1p15_LPF.wav,96409
16,19,6,ch,3099,ch_localizer_13_shorten_85.wav,104163
16,20,6,ch,3524,ch_localizer_09_shorten_87.wav,108562
16,21,6,ch,2862,ch_localizer_24_shorten_822.wav,113386
16,22,7,fr,4238,fr_localizer-22_0p82.wav,121248
16,23,7,fr,3709,fr_localizer-18-2_0p82.wav,126786
16,24,7,fr,3380,fr_localizer-17_0p82.wav,131795
16,25,8,wol,3098,wol3161_22050_1p15_LPF.wav,140175
16,26,8,wol,4198,wol3214_22050_1p15_LPF.wav,144573
16,27,8,wol,3249,wol3186_22050_1p15_LPF.wav,150071
16,28,9,ch,3249,ch_localizer_10_shorten_90.wav,158320
16,29,9,ch,3607,ch_localizer_11_shorten_88.wav,162869
16,30,9,ch,2715,ch_localizer_18.wav,167776
16,31,10,fr,2728,fr_localizer-07-2_0p82.wav,175491
16,32,10,fr,3458,fr_localizer-13_0p82.wav,179519
16,33,10,fr,3225,fr_localizer-11_0p82.wav,184277
16,34,11,wol,3540,wol3201_22050_1p15_LPF.wav,192502
16,35,11,wol,3200,wol3168_22050_1p15_LPF.wav,197342
16,36,11,wol,3319,wol3187_22050_1p15_LPF.wav,201842
16,37,12,ch,3421,ch_localizer_01_873.wav,210161
16,38,12,ch,2994,ch_localizer_02_876.wav,214882
16,39,12,ch,3654,ch_localizer_05_875.wav,219176
16,40,13,fr,3065,fr_localizer-16_0p82.wav,227830
16,41,13,fr,3796,fr_localizer-23_0p82.wav,232195
16,42,13,fr,2860,fr_localizer-05_0p82.wav,237291
16,43,14,wol,3336,wol3167_22050_1p15_LPF.wav,245151
16,44,14,wol,3200,wol3178_22050_1p15_LPF.wav,249787
16,45,14,wol,2860,wol3157_22050_1p15_LPF.wav,254287
16,46,15,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,262147
16,47,15,ch,3183,ch_localizer_22_shorten_86.wav,266476
16,48,15,ch,3061,ch_localizer_16_shorten_85.wav,270959
16,49,16,fr,3545,fr_localizer-02_0p82.wav,279020
16,50,16,fr,3097,fr_localizer-15_0p82.wav,283865
16,51,16,fr,2719,fr_localizer-01_0p82.wav,288262
16,52,17,wol,2467,wol3156_22050_1p15_LPF.wav,295981
16,53,17,wol,3636,wol3206_22050_1p15_LPF.wav,299748
16,54,17,wol,3411,wol3175_22050_1p15_LPF.wav,304684
16,55,18,ch,3013,ch_localizer_14_shorten_88.wav,313095
16,56,18,ch,4544,ch_localizer_12_shorten_82.wav,317408
16,57,18,ch,2773,ch_localizer_07_trim88.wav,323252
16,58,99,,1000,silent-1sec.wav,331025
