subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
28,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
28,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
28,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
28,4,1,fr,4238,fr_localizer-22_0p82.wav,17882
28,5,1,fr,3709,fr_localizer-18-2_0p82.wav,23420
28,6,1,fr,3380,fr_localizer-17_0p82.wav,28429
28,7,2,wol,3336,wol3167_22050_1p15_LPF.wav,36809
28,8,2,wol,3200,wol3178_22050_1p15_LPF.wav,41445
28,9,2,wol,2860,wol3157_22050_1p15_LPF.wav,45945
28,10,3,ch,3421,ch_localizer_01_873.wav,53805
28,11,3,ch,2994,ch_localizer_02_876.wav,58526
28,12,3,ch,3654,ch_localizer_05_875.wav,62820
28,13,4,fr,3384,fr_localizer-19.wav,71474
28,14,4,fr,2792,fr_localizer-06_0p82.wav,76158
28,15,4,fr,3577,fr_localizer-20_0p82.wav,80250
28,16,5,wol,3540,wol3201_22050_1p15_LPF.wav,88827
28,17,5,wol,3200,wol3168_22050_1p15_LPF.wav,93667
28,18,5,wol,3319,wol3187_22050_1p15_LPF.wav,98167
28,19,6,ch,3099,ch_localizer_13_shorten_85.wav,106486
28,20,6,ch,3524,ch_localizer_09_shorten_87.wav,110885
28,21,6,ch,2862,ch_localizer_24_shorten_822.wav,115709
28,22,7,fr,3065,fr_localizer-16_0p82.wav,123571
28,23,7,fr,3796,fr_localizer-23_0p82.wav,127936
28,24,7,fr,2860,fr_localizer-05_0p82.wav,133032
28,25,8,wol,3098,wol3161_22050_1p15_LPF.wav,140892
28,26,8,wol,4198,wol3214_22050_1p15_LPF.wav,145290
28,27,8,wol,3249,wol3186_22050_1p15_LPF.wav,150788
28,28,9,ch,3288,ch_localizer_03_shorten86.wav,159037
28,29,9,ch,3950,ch_localizer_08_shorten_80.wav,163625
28,30,9,ch,3419,ch_localizer_20_shorten_85.wav,168875
28,31,10,fr,3545,fr_localizer-02_0p82.wav,177294
28,32,10,fr,3097,fr_localizer-15_0p82.wav,182139
28,33,10,fr,2719,fr_localizer-01_0p82.wav,186536
28,34,11,wol,2881,wol3162_22050_1p15_LPF.wav,194255
28,35,11,wol,3496,wol3192_22050_1p15_LPF.wav,198436
28,36,11,wol,2754,wol3153_22050_1p15_LPF.wav,203232
28,37,12,ch,3249,ch_localizer_10_shorten_90.wav,210986
28,38,12,ch,3607,ch_localizer_11_shorten_88.wav,215535
28,39,12,ch,2715,ch_localizer_18.wav,220442
28,40,13,fr,2728,fr_localizer-07-2_0p82.wav,228157
28,41,13,fr,3458,fr_localizer-13_0p82.wav,232185
28,42,13,fr,3225,fr_localizer-11_0p82.wav,236943
28,43,14,wol,2467,wol3156_22050_1p15_LPF.wav,245168
28,44,14,wol,3636,wol3206_22050_1p15_LPF.wav,248935
28,45,14,wol,3411,wol3175_22050_1p15_LPF.wav,253871
28,46,15,ch,3013,ch_localizer_14_shorten_88.wav,262282
28,47,15,ch,4544,ch_localizer_12_shorten_82.wav,266595
28,48,15,ch,2773,ch_localizer_07_trim88.wav,272439
28,49,16,fr,3362,fr_localizer-10_0p82.wav,280212
28,50,16,fr,2846,fr_localizer-04_0p82.wav,284874
28,51,16,fr,3047,fr_localizer-03-2_0p82.wav,289020
28,52,17,wol,3122,wol3165_22050_1p15_LPF.wav,297067
28,53,17,wol,2869,wol3154_22050_1p15_LPF.wav,301489
28,54,17,wol,3494,wol3184_22050_1p15_LPF.wav,305658
28,55,18,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,314152
28,56,18,ch,3183,ch_localizer_22_shorten_86.wav,318481
28,57,18,ch,3061,ch_localizer_16_shorten_85.wav,322964
28,58,99,,1000,silent-1sec.wav,331025
