subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
44,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
44,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
44,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
44,4,1,ch,3421,ch_localizer_01_873.wav,17882
44,5,1,ch,2994,ch_localizer_02_876.wav,22603
44,6,1,ch,3654,ch_localizer_05_875.wav,26897
44,7,2,wol,3122,wol3165_22050_1p15_LPF.wav,35551
44,8,2,wol,2869,wol3154_22050_1p15_LPF.wav,39973
44,9,2,wol,3494,wol3184_22050_1p15_LPF.wav,44142
44,10,3,fr,3362,fr_localizer-10_0p82.wav,52636
44,11,3,fr,2846,fr_localizer-04_0p82.wav,57298
44,12,3,fr,3047,fr_localizer-03-2_0p82.wav,61444
44,13,4,ch,3249,ch_localizer_10_shorten_90.wav,69491
44,14,4,ch,3607,ch_localizer_11_shorten_88.wav,74040
44,15,4,ch,2715,ch_localizer_18.wav,78947
44,16,5,wol,3098,wol3161_22050_1p15_LPF.wav,86662
44,17,5,wol,4198,wol3214_22050_1p15_LPF.wav,91060
44,18,5,wol,3249,wol3186_22050_1p15_LPF.wav,96558
44,19,6,fr,3545,fr_localizer-02_0p82.wav,104807
44,20,6,fr,3097,fr_localizer-15_0p82.wav,109652
44,21,6,fr,2719,fr_localizer-01_0p82.wav,114049
44,22,7,ch,3099,ch_localizer_13_shorten_85.wav,121768
44,23,7,ch,3524,ch_localizer_09_shorten_87.wav,126167
44,24,7,ch,2862,ch_localizer_24_shorten_822.wav,130991
44,25,8,wol,2881,wol3162_22050_1p15_LPF.wav,138853
44,26,8,wol,3496,wol3192_22050_1p15_LPF.wav,143034
44,27,8,wol,2754,wol3153_22050_1p15_LPF.wav,147830
44,28,9,fr,3384,fr_localizer-19.wav,155584
44,29,9,fr,2792,fr_localizer-06_0p82.wav,160268
44,30,9,fr,3577,fr_localizer-20_0p82.wav,164360
44,31,10,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,172937
44,32,10,ch,3183,ch_localizer_22_shorten_86.wav,177266
44,33,10,ch,3061,ch_localizer_16_shorten_85.wav,181749
44,34,11,wol,3540,wol3201_22050_1p15_LPF.wav,189810
44,35,11,wol,3200,wol3168_22050_1p15_LPF.wav,194650
44,36,11,wol,3319,wol3187_22050_1p15_LPF.wav,199150
44,37,12,fr,4238,fr_localizer-22_0p82.wav,207469
44,38,12,fr,3709,fr_localizer-18-2_0p82.wav,213007
44,39,12,fr,3380,fr_localizer-17_0p82.wav,218016
44,40,13,ch,3288,ch_localizer_03_shorten86.wav,226396
44,41,13,ch,3950,ch_localizer_08_shorten_80.wav,230984
44,42,13,ch,3419,ch_localizer_20_shorten_85.wav,236234
44,43,14,wol,2467,wol3156_22050_1p15_LPF.wav,244653
44,44,14,wol,3636,wol3206_22050_1p15_LPF.wav,248420
44,45,14,wol,3411,wol3175_22050_1p15_LPF.wav,253356
44,46,15,fr,3065,fr_localizer-16_0p82.wav,261767
44,47,15,fr,3796,fr_localizer-23_0p82.wav,266132
44,48,15,fr,2860,fr_localizer-05_0p82.wav,271228
44,49,16,ch,3013,ch_localizer_14_shorten_88.wav,279088
44,50,16,ch,4544,ch_localizer_12_shorten_82.wav,283401
44,51,16,ch,2773,ch_localizer_07_trim88.wav,289245
44,52,17,wol,3336,wol3167_22050_1p15_LPF.wav,297018
44,53,17,wol,3200,wol3178_22050_1p15_LPF.wav,301654
44,54,17,wol,2860,wol3157_22050_1p15_LPF.wav,306154
44,55,18,fr,2728,fr_localizer-07-2_0p82.wav,314014
44,56,18,fr,3458,fr_localizer-13_0p82.wav,318042
44,57,18,fr,3225,fr_localizer-11_0p82.wav,322800
44,58,99,,1000,silent-1sec.wav,331025
