subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
45,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
45,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
45,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
45,4,1,wol,3098,wol3161_22050_1p15_LPF.wav,17882
45,5,1,wol,4198,wol3214_22050_1p15_LPF.wav,22280
45,6,1,wol,3249,wol3186_22050_1p15_LPF.wav,27778
45,7,2,fr,3362,fr_localizer-10_0p82.wav,36027
45,8,2,fr,2846,fr_localizer-04_0p82.wav,40689
45,9,2,fr,3047,fr_localizer-03-2_0p82.wav,44835
45,10,3,ch,3288,ch_localizer_03_shorten86.wav,52882
45,11,3,ch,3950,ch_localizer_08_shorten_80.wav,57470
45,12,3,ch,3419,ch_localizer_20_shorten_85.wav,62720
45,13,4,wol,3540,wol3201_22050_1p15_LPF.wav,71139
45,14,4,wol,3200,wol3168_22050_1p15_LPF.wav,75979
45,15,4,wol,3319,wol3187_22050_1p15_LPF.wav,80479
45,16,5,fr,4238,fr_localizer-22_0p82.wav,88798
45,17,5,fr,3709,fr_localizer-18-2_0p82.wav,94336
45,18,5,fr,3380,fr_localizer-17_0p82.wav,99345
45,19,6,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,107725
45,20,6,ch,3183,ch_localizer_22_shorten_86.wav,112054
45,21,6,ch,3061,ch_localizer_16_shorten_85.wav,116537
45,22,7,wol,3336,wol3167_22050_1p15_LPF.wav,124598
45,23,7,wol,3200,wol3178_22050_1p15_LPF.wav,129234
45,24,7,wol,2860,wol3157_22050_1p15_LPF.wav,133734
45,25,8,fr,3545,fr_localizer-02_0p82.wav,141594
45,26,8,fr,3097,fr_localizer-15_0p82.wav,146439
45,27,8,fr,2719,fr_localizer-01_0p82.wav,150836
45,28,9,ch,3249,ch_localizer_10_shorten_90.wav,158555
45,29,9,ch,3607,ch_localizer_11_shorten_88.wav,163104
45,30,9,ch,2715,ch_localizer_18.wav,168011
45,31,10,wol,3122,wol3165_22050_1p15_LPF.wav,175726
45,32,10,wol,2869,wol3154_22050_1p15_LPF.wav,180148
45,33,10,wol,3494,wol3184_22050_1p15_LPF.wav,184317
45,34,11,fr,2728,fr_localizer-07-2_0p82.wav,192811
45,35,11,fr,3458,fr_localizer-13_0p82.wav,196839
45,36,11,fr,3225,fr_localizer-11_0p82.wav,201597
45,37,12,ch,3099,ch_localizer_13_shorten_85.wav,209822
45,38,12,ch,3524,ch_localizer_09_shorten_87.wav,214221
45,39,12,ch,2862,ch_localizer_24_shorten_822.wav,219045
45,40,13,wol,2467,wol3156_22050_1p15_LPF.wav,226907
45,41,13,wol,3636,wol3206_22050_1p15_LPF.wav,230674
45,42,13,wol,3411,wol3175_22050_1p15_LPF.wav,235610
45,43,14,fr,3065,fr_localizer-16_0p82.wav,244021
45,44,14,fr,3796,fr_localizer-23_0p82.wav,248386
45,45,14,fr,2860,fr_localizer-05_0p82.wav,253482
45,46,15,ch,3013,ch_localizer_14_shorten_88.wav,261342
45,47,15,ch,4544,ch_localizer_12_shorten_82.wav,265655
45,48,15,ch,2773,ch_localizer_07_trim88.wav,271499
45,49,16,wol,2881,wol3162_22050_1p15_LPF.wav,279272
45,50,16,wol,3496,wol3192_22050_1p15_LPF.wav,283453
45,51,16,wol,2754,wol3153_22050_1p15_LPF.wav,288249
45,52,17,fr,3384,fr_localizer-19.wav,296003
45,53,17,fr,2792,fr_localizer-06_0p82.wav,300687
45,54,17,fr,3577,fr_localizer-20_0p82.wav,304779
45,55,18,ch,3421,ch_localizer_01_873.wav,313356
45,56,18,ch,2994,ch_localizer_02_876.wav,318077
45,57,18,ch,3654,ch_localizer_05_875.wav,322371
45,58,99,,1000,silent-1sec.wav,331025
