subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
26,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
26,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
26,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
26,4,1,ch,3249,ch_localizer_10_shorten_90.wav,17882
26,5,1,ch,3607,ch_localizer_11_shorten_88.wav,22431
26,6,1,ch,2715,ch_localizer_18.wav,27338
26,7,2,wol,3122,wol3165_22050_1p15_LPF.wav,35053
26,8,2,wol,2869,wol3154_22050_1p15_LPF.wav,39475
26,9,2,wol,3494,wol3184_22050_1p15_LPF.wav,43644
26,10,3,fr,3384,fr_localizer-19.wav,52138
26,11,3,fr,2792,fr_localizer-06_0p82.wav,56822
26,12,3,fr,3577,fr_localizer-20_0p82.wav,60914
26,13,4,ch,3013,ch_localizer_14_shorten_88.wav,69491
26,14,4,ch,4544,ch_localizer_12_shorten_82.wav,73804
26,15,4,ch,2773,ch_localizer_07_trim88.wav,79648
26,16,5,wol,3336,wol3167_22050_1p15_LPF.wav,87421
26,17,5,wol,3200,wol3178_22050_1p15_LPF.wav,92057
26,18,5,wol,2860,wol3157_22050_1p15_LPF.wav,96557
26,19,6,fr,2728,fr_localizer-07-2_0p82.wav,104417
26,20,6,fr,3458,fr_localizer-13_0p82.wav,108445
26,21,6,fr,3225,fr_localizer-11_0p82.wav,113203
26,22,7,ch,3099,ch_localizer_13_shorten_85.wav,121428
26,23,7,ch,3524,ch_localizer_09_shorten_87.wav,125827
26,24,7,ch,2862,ch_localizer_24_shorten_822.wav,130651
26,25,8,wol,3540,wol3201_22050_1p15_LPF.wav,138513
26,26,8,wol,3200,wol3168_22050_1p15_LPF.wav,143353
26,27,8,wol,3319,wol3187_22050_1p15_LPF.wav,147853
26,28,9,fr,3545,fr_localizer-02_0p82.wav,156172
26,29,9,fr,3097,fr_localizer-15_0p82.wav,161017
26,30,9,fr,2719,fr_localizer-01_0p82.wav,165414
26,31,10,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,173133
26,32,10,ch,3183,ch_localizer_22_shorten_86.wav,177462
26,33,10,ch,3061,ch_localizer_16_shorten_85.wav,181945
26,34,11,wol,2467,wol3156_22050_1p15_LPF.wav,190006
26,35,11,wol,3636,wol3206_22050_1p15_LPF.wav,193773
26,36,11,wol,3411,wol3175_22050_1p15_LPF.wav,198709
26,37,12,fr,3362,fr_localizer-10_0p82.wav,207120
26,38,12,fr,2846,fr_localizer-04_0p82.wav,211782
26,39,12,fr,3047,fr_localizer-03-2_0p82.wav,215928
26,40,13,ch,3288,ch_localizer_03_shorten86.wav,223975
26,41,13,ch,3950,ch_localizer_08_shorten_80.wav,228563
26,42,13,ch,3419,ch_localizer_20_shorten_85.wav,233813
26,43,14,wol,2881,wol3162_22050_1p15_LPF.wav,242232
26,44,14,wol,3496,wol3192_22050_1p15_LPF.wav,246413
26,45,14,wol,2754,wol3153_22050_1p15_LPF.wav,251209
26,46,15,fr,4238,fr_localizer-22_0p82.wav,258963
26,47,15,fr,3709,fr_localizer-18-2_0p82.wav,264501
26,48,15,fr,3380,fr_localizer-17_0p82.wav,269510
26,49,16,ch,3421,ch_localizer_01_873.wav,277890
26,50,16,ch,2994,ch_localizer_02_876.wav,282611
26,51,16,ch,3654,ch_localizer_05_875.wav,286905
26,52,17,wol,3098,wol3161_22050_1p15_LPF.wav,295559
26,53,17,wol,4198,wol3214_22050_1p15_LPF.wav,299957
26,54,17,wol,3249,wol3186_22050_1p15_LPF.wav,305455
26,55,18,fr,3065,fr_localizer-16_0p82.wav,313704
26,56,18,fr,3796,fr_localizer-23_0p82.wav,318069
26,57,18,fr,2860,fr_localizer-05_0p82.wav,323165
26,58,99,,1000,silent-1sec.wav,331025
