subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
11,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
11,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
11,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
11,4,1,wol,3122,wol3165_22050_1p15_LPF.wav,17882
11,5,1,wol,2869,wol3154_22050_1p15_LPF.wav,22304
11,6,1,wol,3494,wol3184_22050_1p15_LPF.wav,26473
11,7,2,fr,3362,fr_localizer-10_0p82.wav,34967
11,8,2,fr,2846,fr_localizer-04_0p82.wav,39629
11,9,2,fr,3047,fr_localizer-03-2_0p82.wav,43775
11,10,3,ch,3099,ch_localizer_13_shorten_85.wav,51822
11,11,3,ch,3524,ch_localizer_09_shorten_87.wav,56221
11,12,3,ch,2862,ch_localizer_24_shorten_822.wav,61045
11,13,4,wol,3540,wol3201_22050_1p15_LPF.wav,68907
11,14,4,wol,3200,wol3168_22050_1p15_LPF.wav,73747
11,15,4,wol,3319,wol3187_22050_1p15_LPF.wav,78247
11,16,5,fr,3545,fr_localizer-02_0p82.wav,86566
11,17,5,fr,3097,fr_localizer-15_0p82.wav,91411
11,18,5,fr,2719,fr_localizer-01_0p82.wav,95808
11,19,6,ch,3013,ch_localizer_14_shorten_88.wav,103527
11,20,6,ch,4544,ch_localizer_12_shorten_82.wav,107840
11,21,6,ch,2773,ch_localizer_07_trim88.wav,113684
11,22,7,wol,3098,wol3161_22050_1p15_LPF.wav,121457
11,23,7,wol,4198,wol3214_22050_1p15_LPF.wav,125855
11,24,7,wol,3249,wol3186_22050_1p15_LPF.wav,131353
11,25,8,fr,2728,fr_localizer-07-2_0p82.wav,139602
11,26,8,fr,3458,fr_localizer-13_0p82.wav,143630
11,27,8,fr,3225,fr_localizer-11_0p82.wav,148388
11,28,9,ch,3421,ch_localizer_01_873.wav,156613
11,29,9,ch,2994,ch_localizer_02_876.wav,161334
11,30,9,ch,3654,ch_localizer_05_875.wav,165628
11,31,10,wol,2881,wol3162_22050_1p15_LPF.wav,174282
11,32,10,wol,3496,wol3192_22050_1p15_LPF.wav,178463
11,33,10,wol,2754,wol3153_22050_1p15_LPF.wav,183259
11,34,11,fr,4238,fr_localizer-22_0p82.wav,191013
11,35,11,fr,3709,fr_localizer-18-2_0p82.wav,196551
11,36,11,fr,3380,fr_localizer-17_0p82.wav,201560
11,37,12,ch,3288,ch_localizer_03_shorten86.wav,209940
11,38,12,ch,3950,ch_localizer_08_shorten_80.wav,214528
11,39,12,ch,3419,ch_localizer_20_shorten_85.wav,219778
11,40,13,wol,2467,wol3156_22050_1p15_LPF.wav,228197
11,41,13,wol,3636,wol3206_22050_1p15_LPF.wav,231964
11,42,13,wol,3411,wol3175_22050_1p15_LPF.wav,236900
11,43,14,fr,3384,fr_localizer-19.wav,245311
11,44,14,fr,2792,fr_localizer-06_0p82.wav,249995
11,45,14,fr,3577,fr_localizer-20_0p82.wav,254087
11,46,15,ch,3249,ch_localizer_10_shorten_90.wav,262664
11,47,15,ch,3607,ch_localizer_11_shorten_88.wav,267213
11,48,15,ch,2715,ch_localizer_18.wav,272120
11,49,16,wol,3336,wol3167_22050_1p15_LPF.wav,279835
11,50,16,wol,3200,wol3178_22050_1p15_LPF.wav,284471
11,51,16,wol,2860,wol3157_22050_1p15_LPF.wav,288971
11,52,17,fr,3065,fr_localizer-16_0p82.wav,296831
11,53,17,fr,3796,fr_localizer-23_0p82.wav,301196
11,54,17,fr,2860,fr_localizer-05_0p82.wav,306292
11,55,18,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,314152
11,56,18,ch,3183,ch_localizer_22_shorten_86.wav,318481
11,57,18,ch,3061,ch_localizer_16_shorten_85.wav,322964
11,58,99,,1000,silent-1sec.wav,331025
