subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
6,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
6,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
6,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
6,4,1,ch,3013,ch_localizer_14_shorten_88.wav,17882
6,5,1,ch,4544,ch_localizer_12_shorten_82.wav,22195
6,6,1,ch,2773,ch_localizer_07_trim88.wav,28039
6,7,2,fr,4238,fr_localizer-22_0p82.wav,35812
6,8,2,fr,3709,fr_localizer-18-2_0p82.wav,41350
6,9,2,fr,3380,fr_localizer-17_0p82.wav,46359
6,10,3,wol,2467,wol3156_22050_1p15_LPF.wav,54739
6,11,3,wol,3636,wol3206_22050_1p15_LPF.wav,58506
6,12,3,wol,3411,wol3175_22050_1p15_LPF.wav,63442
6,13,4,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,71853
6,14,4,ch,3183,ch_localizer_22_shorten_86.wav,76182
6,15,4,ch,3061,ch_localizer_16_shorten_85.wav,80665
6,16,5,fr,3545,fr_localizer-02_0p82.wav,88726
6,17,5,fr,3097,fr_localizer-15_0p82.wav,93571
6,18,5,fr,2719,fr_localizer-01_0p82.wav,97968
6,19,6,wol,3098,wol3161_22050_1p15_LPF.wav,105687
6,20,6,wol,4198,wol3214_22050_1p15_LPF.wav,110085
6,21,6,wol,3249,wol3186_22050_1p15_LPF.wav,115583
6,22,7,ch,3288,ch_localizer_03_shorten86.wav,123832
6,23,7,ch,3950,ch_localizer_08_shorten_80.wav,128420
6,24,7,ch,3419,ch_localizer_20_shorten_85.wav,133670
6,25,8,fr,3384,fr_localizer-19.wav,142089
6,26,8,fr,2792,fr_localizer-06_0p82.wav,146773
6,27,8,fr,3577,fr_localizer-20_0p82.wav,150865
6,28,9,wol,3540,wol3201_22050_1p15_LPF.wav,159442
6,29,9,wol,3200,wol3168_22050_1p15_LPF.wav,164282
6,30,9,wol,3319,wol3187_22050_1p15_LPF.wav,168782
6,31,10,ch,3421,ch_localizer_01_873.wav,177101
6,32,10,ch,2994,ch_localizer_02_876.wav,181822
6,33,10,ch,3654,ch_localizer_05_875.wav,186116
6,34,11,fr,3362,fr_localizer-10_0p82.wav,194770
6,35,11,fr,2846,fr_localizer-04_0p82.wav,199432
6,36,11,fr,3047,fr_localizer-03-2_0p82.wav,203578
6,37,12,wol,3122,wol3165_22050_1p15_LPF.wav,211625
6,38,12,wol,2869,wol3154_22050_1p15_LPF.wav,216047
6,39,12,wol,3494,wol3184_22050_1p15_LPF.wav,220216
6,40,13,ch,3249,ch_localizer_10_shorten_90.wav,228710
6,41,13,ch,3607,ch_localizer_11_shorten_88.wav,233259
6,42,13,ch,2715,ch_localizer_18.wav,238166
6,43,14,fr,3065,fr_localizer-16_0p82.wav,245881
6,44,14,fr,3796,fr_localizer-23_0p82.wav,250246
6,45,14,fr,2860,fr_localizer-05_0p82.wav,255342
6,46,15,wol,3336,wol3167_22050_1p15_LPF.wav,263202
6,47,15,wol,3200,wol3178_22050_1p15_LPF.wav,267838
6,48,15,wol,2860,wol3157_22050_1p15_LPF.wav,272338
6,49,16,ch,3099,ch_localizer_13_shorten_85.wav,280198
6,50,16,ch,3524,ch_localizer_09_shorten_87.wav,284597
6,51,16,ch,2862,ch_localizer_24_shorten_822.wav,289421
6,52,17,fr,2728,fr_localizer-07-2_0p82.wav,297283
6,53,17,fr,3458,fr_localizer-13_0p82.wav,301311
6,54,17,fr,3225,fr_localizer-11_0p82.wav,306069
6,55,18,wol,2881,wol3162_22050_1p15_LPF.wav,314294
6,56,18,wol,3496,wol3192_22050_1p15_LPF.wav,318475
6,57,18,wol,2754,wol3153_22050_1p15_LPF.wav,323271
6,58,99,,1000,silent-1sec.wav,331025
