subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
40,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
40,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
40,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
40,4,1,fr,3384,fr_localizer-19.wav,17882
40,5,1,fr,2792,fr_localizer-06_0p82.wav,22566
40,6,1,fr,3577,fr_localizer-20_0p82.wav,26658
40,7,2,wol,2467,wol3156_22050_1p15_LPF.wav,35235
40,8,2,wol,3636,wol3206_22050_1p15_LPF.wav,39002
40,9,2,wol,3411,wol3175_22050_1p15_LPF.wav,43938
40,10,3,ch,3288,ch_localizer_03_shorten86.wav,52349
40,11,3,ch,3950,ch_localizer_08_shorten_80.wav,56937
40,12,3,ch,3419,ch_localizer_20_shorten_85.wav,62187
40,13,4,fr,2728,fr_localizer-07-2_0p82.wav,70606
40,14,4,fr,3458,fr_localizer-13_0p82.wav,74634
40,15,4,fr,3225,fr_localizer-11_0p82.wav,79392
40,16,5,wol,2881,wol3162_22050_1p15_LPF.wav,87617
40,17,5,wol,3496,wol3192_22050_1p15_LPF.wav,91798
40,18,5,wol,2754,wol3153_22050_1p15_LPF.wav,96594
40,19,6,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,104348
40,20,6,ch,3183,ch_localizer_22_shorten_86.wav,108677
40,21,6,ch,3061,ch_localizer_16_shorten_85.wav,113160
40,22,7,fr,3065,fr_localizer-16_0p82.wav,121221
40,23,7,fr,3796,fr_localizer-23_0p82.wav,125586
40,24,7,fr,2860,fr_localizer-05_0p82.wav,130682
40,25,8,wol,3098,wol3161_22050_1p15_LPF.wav,138542
40,26,8,wol,4198,wol3214_22050_1p15_LPF.wav,142940
40,27,8,wol,3249,wol3186_22050_1p15_LPF.wav,148438
40,28,9,ch,3421,ch_localizer_01_873.wav,156687
40,29,9,ch,2994,ch_localizer_02_876.wav,161408
40,30,9,ch,3654,ch_localizer_05_875.wav,165702
40,31,10,fr,3362,fr_localizer-10_0p82.wav,174356
40,32,10,fr,2846,fr_localizer-04_0p82.wav,179018
40,33,10,fr,3047,fr_localizer-03-2_0p82.wav,183164
40,34,11,wol,3540,wol3201_22050_1p15_LPF.wav,191211
40,35,11,wol,3200,wol3168_22050_1p15_LPF.wav,196051
40,36,11,wol,3319,wol3187_22050_1p15_LPF.wav,200551
40,37,12,ch,3099,ch_localizer_13_shorten_85.wav,208870
40,38,12,ch,3524,ch_localizer_09_shorten_87.wav,213269
40,39,12,ch,2862,ch_localizer_24_shorten_822.wav,218093
40,40,13,fr,4238,fr_localizer-22_0p82.wav,225955
40,41,13,fr,3709,fr_localizer-18-2_0p82.wav,231493
40,42,13,fr,3380,fr_localizer-17_0p82.wav,236502
40,43,14,wol,3336,wol3167_22050_1p15_LPF.wav,244882
40,44,14,wol,3200,wol3178_22050_1p15_LPF.wav,249518
40,45,14,wol,2860,wol3157_22050_1p15_LPF.wav,254018
40,46,15,ch,3013,ch_localizer_14_shorten_88.wav,261878
40,47,15,ch,4544,ch_localizer_12_shorten_82.wav,266191
40,48,15,ch,2773,ch_localizer_07_trim88.wav,272035
40,49,16,fr,3545,fr_localizer-02_0p82.wav,279808
40,50,16,fr,3097,fr_localizer-15_0p82.wav,284653
40,51,16,fr,2719,fr_localizer-01_0p82.wav,289050
40,52,17,wol,3122,wol3165_22050_1p15_LPF.wav,296769
40,53,17,wol,2869,wol3154_22050_1p15_LPF.wav,301191
40,54,17,wol,3494,wol3184_22050_1p15_LPF.wav,305360
40,55,18,ch,3249,ch_localizer_10_shorten_90.wav,313854
40,56,18,ch,3607,ch_localizer_11_shorten_88.wav,318403
40,57,18,ch,2715,ch_localizer_18.wav,323310
40,58,99,,1000,silent-1sec.wav,331025
