subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
14,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
14,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
14,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
14,4,1,ch,3421,ch_localizer_01_873.wav,17882
14,5,1,ch,2994,ch_localizer_02_876.wav,22603
14,6,1,ch,3654,ch_localizer_05_875.wav,26897
14,7,2,wol,3098,wol3161_22050_1p15_LPF.wav,35551
14,8,2,wol,4198,wol3214_22050_1p15_LPF.wav,39949
14,9,2,wol,3249,wol3186_22050_1p15_LPF.wav,45447
14,10,3,fr,3545,fr_localizer-02_0p82.wav,53696
14,11,3,fr,3097,fr_localizer-15_0p82.wav,58541
14,12,3,fr,2719,fr_localizer-01_0p82.wav,62938
14,13,4,ch,3288,ch_localizer_03_shorten86.wav,70657
14,14,4,ch,3950,ch_localizer_08_shorten_80.wav,75245
14,15,4,ch,3419,ch_localizer_20_shorten_85.wav,80495
14,16,5,wol,2467,wol3156_22050_1p15_LPF.wav,88914
14,17,5,wol,3636,wol3206_22050_1p15_LPF.wav,92681
14,18,5,wol,3411,wol3175_22050_1p15_LPF.wav,97617
14,19,6,fr,3065,fr_localizer-16_0p82.wav,106028
14,20,6,fr,3796,fr_localizer-23_0p82.wav,110393
14,21,6,fr,2860,fr_localizer-05_0p82.wav,115489
14,22,7,ch,3099,ch_localizer_13_shorten_85.wav,123349
14,23,7,ch,3524,ch_localizer_09_shorten_87.wav,127748
14,24,7,ch,2862,ch_localizer_24_shorten_822.wav,132572
14,25,8,wol,3122,wol3165_22050_1p15_LPF.wav,140434
14,26,8,wol,2869,wol3154_22050_1p15_LPF.wav,144856
14,27,8,wol,3494,wol3184_22050_1p15_LPF.wav,149025
14,28,9,fr,2728,fr_localizer-07-2_0p82.wav,157519
14,29,9,fr,3458,fr_localizer-13_0p82.wav,161547
14,30,9,fr,3225,fr_localizer-11_0p82.wav,166305
14,31,10,ch,3249,ch_localizer_10_shorten_90.wav,174530
14,32,10,ch,3607,ch_localizer_11_shorten_88.wav,179079
14,33,10,ch,2715,ch_localizer_18.wav,183986
14,34,11,wol,2881,wol3162_22050_1p15_LPF.wav,191701
14,35,11,wol,3496,wol3192_22050_1p15_LPF.wav,195882
14,36,11,wol,2754,wol3153_22050_1p15_LPF.wav,200678
14,37,12,fr,3384,fr_localizer-19.wav,208432
14,38,12,fr,2792,fr_localizer-06_0p82.wav,213116
14,39,12,fr,3577,fr_localizer-20_0p82.wav,217208
14,40,13,ch,3013,ch_localizer_14_shorten_88.wav,225785
14,41,13,ch,4544,ch_localizer_12_shorten_82.wav,230098
14,42,13,ch,2773,ch_localizer_07_trim88.wav,235942
14,43,14,wol,3336,wol3167_22050_1p15_LPF.wav,243715
14,44,14,wol,3200,wol3178_22050_1p15_LPF.wav,248351
14,45,14,wol,2860,wol3157_22050_1p15_LPF.wav,252851
14,46,15,fr,4238,fr_localizer-22_0p82.wav,260711
14,47,15,fr,3709,fr_localizer-18-2_0p82.wav,266249
14,48,15,fr,3380,fr_localizer-17_0p82.wav,271258
14,49,16,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,279638
14,50,16,ch,3183,ch_localizer_22_shorten_86.wav,283967
14,51,16,ch,3061,ch_localizer_16_shorten_85.wav,288450
14,52,17,wol,3540,wol3201_22050_1p15_LPF.wav,296511
14,53,17,wol,3200,wol3168_22050_1p15_LPF.wav,301351
14,54,17,wol,3319,wol3187_22050_1p15_LPF.wav,305851
14,55,18,fr,3362,fr_localizer-10_0p82.wav,314170
14,56,18,fr,2846,fr_localizer-04_0p82.wav,318832
14,57,18,fr,3047,fr_localizer-03-2_0p82.wav,322978
14,58,99,,1000,silent-1sec.wav,331025
