subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
23,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
23,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
23,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
23,4,1,wol,2881,wol3162_22050_1p15_LPF.wav,17882
23,5,1,wol,3496,wol3192_22050_1p15_LPF.wav,22063
23,6,1,wol,2754,wol3153_22050_1p15_LPF.wav,26859
23,7,2,fr,3384,fr_localizer-19.wav,34613
23,8,2,fr,2792,fr_localizer-06_0p82.wav,39297
23,9,2,fr,3577,fr_localizer-20_0p82.wav,43389
23,10,3,ch,3013,ch_localizer_14_shorten_88.wav,51966
23,11,3,ch,4544,ch_localizer_12_shorten_82.wav,56279
23,12,3,ch,2773,ch_localizer_07_trim88.wav,62123
23,13,4,wol,3098,wol3161_22050_1p15_LPF.wav,69896
23,14,4,wol,4198,wol3214_22050_1p15_LPF.wav,74294
23,15,4,wol,3249,wol3186_22050_1p15_LPF.wav,79792
23,16,5,fr,4238,fr_localizer-22_0p82.wav,88041
23,17,5,fr,3709,fr_localizer-18-2_0p82.wav,93579
23,18,5,fr,3380,fr_localizer-17_0p82.wav,98588
23,19,6,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,106968
23,20,6,ch,3183,ch_localizer_22_shorten_86.wav,111297
23,21,6,ch,3061,ch_localizer_16_shorten_85.wav,115780
23,22,7,wol,3336,wol3167_22050_1p15_LPF.wav,123841
23,23,7,wol,3200,wol3178_22050_1p15_LPF.wav,128477
23,24,7,wol,2860,wol3157_22050_1p15_LPF.wav,132977
23,25,8,fr,3362,fr_localizer-10_0p82.wav,140837
23,26,8,fr,2846,fr_localizer-04_0p82.wav,145499
23,27,8,fr,3047,fr_localizer-03-2_0p82.wav,149645
23,28,9,ch,3288,ch_localizer_03_shorten86.wav,157692
23,29,9,ch,3950,ch_localizer_08_shorten_80.wav,162280
23,30,9,ch,3419,ch_localizer_20_shorten_85.wav,167530
23,31,10,wol,3540,wol3201_22050_1p15_LPF.wav,175949
23,32,10,wol,3200,wol3168_22050_1p15_LPF.wav,180789
23,33,10,wol,3319,wol3187_22050_1p15_LPF.wav,185289
23,34,11,fr,2728,fr_localizer-07-2_0p82.wav,193608
23,35,11,fr,3458,fr_localizer-13_0p82.wav,197636
23,36,11,fr,3225,fr_localizer-11_0p82.wav,202394
23,37,12,ch,3421,ch_localizer_01_873.wav,210619
23,38,12,ch,2994,ch_localizer_02_876.wav,215340
23,39,12,ch,3654,ch_localizer_05_875.wav,219634
23,40,13,wol,2467,wol3156_22050_1p15_LPF.wav,228288
23,41,13,wol,3636,wol3206_22050_1p15_LPF.wav,232055
23,42,13,wol,3411,wol3175_22050_1p15_LPF.wav,236991
23,43,14,fr,3065,fr_localizer-16_0p82.wav,245402
23,44,14,fr,3796,fr_localizer-23_0p82.wav,249767
23,45,14,fr,2860,fr_localizer-05_0p82.wav,254863
23,46,15,ch,3249,ch_localizer_10_shorten_90.wav,262723
23,47,15,ch,3607,ch_localizer_11_shorten_88.wav,267272
23,48,15,ch,2715,ch_localizer_18.wav,272179
23,49,16,wol,3122,wol3165_22050_1p15_LPF.wav,279894
23,50,16,wol,2869,wol3154_22050_1p15_LPF.wav,284316
23,51,16,wol,3494,wol3184_22050_1p15_LPF.wav,288485
23,52,17,fr,3545,fr_localizer-02_0p82.wav,296979
23,53,17,fr,3097,fr_localizer-15_0p82.wav,301824
23,54,17,fr,2719,fr_localizer-01_0p82.wav,306221
23,55,18,ch,3099,ch_localizer_13_shorten_85.wav,313940
23,56,18,ch,3524,ch_localizer_09_shorten_87.wav,318339
23,57,18,ch,2862,ch_localizer_24_shorten_822.wav,323163
23,58,99,,1000,silent-1sec.wav,331025
