subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
36,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
36,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
36,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
36,4,1,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,17882
36,5,1,ch,3183,ch_localizer_22_shorten_86.wav,22211
36,6,1,ch,3061,ch_localizer_16_shorten_85.wav,26694
36,7,2,fr,3545,fr_localizer-02_0p82.wav,34755
36,8,2,fr,3097,fr_localizer-15_0p82.wav,39600
36,9,2,fr,2719,fr_localizer-01_0p82.wav,43997
36,10,3,wol,2467,wol3156_22050_1p15_LPF.wav,51716
36,11,3,wol,3636,wol3206_22050_1p15_LPF.wav,55483
36,12,3,wol,3411,wol3175_22050_1p15_LPF.wav,60419
36,13,4,ch,3288,ch_localizer_03_shorten86.wav,68830
36,14,4,ch,3950,ch_localizer_08_shorten_80.wav,73418
36,15,4,ch,3419,ch_localizer_20_shorten_85.wav,78668
36,16,5,fr,2728,fr_localizer-07-2_0p82.wav,87087
36,17,5,fr,3458,fr_localizer-13_0p82.wav,91115
36,18,5,fr,3225,fr_localizer-11_0p82.wav,95873
36,19,6,wol,3098,wol3161_22050_1p15_LPF.wav,104098
36,20,6,wol,4198,wol3214_22050_1p15_LPF.wav,108496
36,21,6,wol,3249,wol3186_22050_1p15_LPF.wav,113994
36,22,7,ch,3249,ch_localizer_10_shorten_90.wav,122243
36,23,7,ch,3607,ch_localizer_11_shorten_88.wav,126792
36,24,7,ch,2715,ch_localizer_18.wav,131699
36,25,8,fr,3065,fr_localizer-16_0p82.wav,139414
36,26,8,fr,3796,fr_localizer-23_0p82.wav,143779
36,27,8,fr,2860,fr_localizer-05_0p82.wav,148875
36,28,9,wol,3540,wol3201_22050_1p15_LPF.wav,156735
36,29,9,wol,3200,wol3168_22050_1p15_LPF.wav,161575
36,30,9,wol,3319,wol3187_22050_1p15_LPF.wav,166075
36,31,10,ch,3013,ch_localizer_14_shorten_88.wav,174394
36,32,10,ch,4544,ch_localizer_12_shorten_82.wav,178707
36,33,10,ch,2773,ch_localizer_07_trim88.wav,184551
36,34,11,fr,3384,fr_localizer-19.wav,192324
36,35,11,fr,2792,fr_localizer-06_0p82.wav,197008
36,36,11,fr,3577,fr_localizer-20_0p82.wav,201100
36,37,12,wol,2881,wol3162_22050_1p15_LPF.wav,209677
36,38,12,wol,3496,wol3192_22050_1p15_LPF.wav,213858
36,39,12,wol,2754,wol3153_22050_1p15_LPF.wav,218654
36,40,13,ch,3099,ch_localizer_13_shorten_85.wav,226408
36,41,13,ch,3524,ch_localizer_09_shorten_87.wav,230807
36,42,13,ch,2862,ch_localizer_24_shorten_822.wav,235631
36,43,14,fr,3362,fr_localizer-10_0p82.wav,243493
36,44,14,fr,2846,fr_localizer-04_0p82.wav,248155
36,45,14,fr,3047,fr_localizer-03-2_0p82.wav,252301
36,46,15,wol,3336,wol3167_22050_1p15_LPF.wav,260348
36,47,15,wol,3200,wol3178_22050_1p15_LPF.wav,264984
36,48,15,wol,2860,wol3157_22050_1p15_LPF.wav,269484
36,49,16,ch,3421,ch_localizer_01_873.wav,277344
36,50,16,ch,2994,ch_localizer_02_876.wav,282065
36,51,16,ch,3654,ch_localizer_05_875.wav,286359
36,52,17,fr,4238,fr_localizer-22_0p82.wav,295013
36,53,17,fr,3709,fr_localizer-18-2_0p82.wav,300551
36,54,17,fr,3380,fr_localizer-17_0p82.wav,305560
36,55,18,wol,3122,wol3165_22050_1p15_LPF.wav,313940
36,56,18,wol,2869,wol3154_22050_1p15_LPF.wav,318362
36,57,18,wol,3494,wol3184_22050_1p15_LPF.wav,322531
36,58,99,,1000,silent-1sec.wav,331025
