subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
18,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
18,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
18,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
18,4,1,ch,3288,ch_localizer_03_shorten86.wav,17882
18,5,1,ch,3950,ch_localizer_08_shorten_80.wav,22470
18,6,1,ch,3419,ch_localizer_20_shorten_85.wav,27720
18,7,2,fr,2728,fr_localizer-07-2_0p82.wav,36139
18,8,2,fr,3458,fr_localizer-13_0p82.wav,40167
18,9,2,fr,3225,fr_localizer-11_0p82.wav,44925
18,10,3,wol,2467,wol3156_22050_1p15_LPF.wav,53150
18,11,3,wol,3636,wol3206_22050_1p15_LPF.wav,56917
18,12,3,wol,3411,wol3175_22050_1p15_LPF.wav,61853
18,13,4,ch,3249,ch_localizer_10_shorten_90.wav,70264
18,14,4,ch,3607,ch_localizer_11_shorten_88.wav,74813
18,15,4,ch,2715,ch_localizer_18.wav,79720
18,16,5,fr,4238,fr_localizer-22_0p82.wav,87435
18,17,5,fr,3709,fr_localizer-18-2_0p82.wav,92973
18,18,5,fr,3380,fr_localizer-17_0p82.wav,97982
18,19,6,wol,3540,wol3201_22050_1p15_LPF.wav,106362
18,20,6,wol,3200,wol3168_22050_1p15_LPF.wav,111202
18,21,6,wol,3319,wol3187_22050_1p15_LPF.wav,115702
18,22,7,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,124021
18,23,7,ch,3183,ch_localizer_22_shorten_86.wav,128350
18,24,7,ch,3061,ch_localizer_16_shorten_85.wav,132833
18,25,8,fr,3545,fr_localizer-02_0p82.wav,140894
18,26,8,fr,3097,fr_localizer-15_0p82.wav,145739
18,27,8,fr,2719,fr_localizer-01_0p82.wav,150136
18,28,9,wol,3098,wol3161_22050_1p15_LPF.wav,157855
18,29,9,wol,4198,wol3214_22050_1p15_LPF.wav,162253
18,30,9,wol,3249,wol3186_22050_1p15_LPF.wav,167751
18,31,10,ch,3013,ch_localizer_14_shorten_88.wav,176000
18,32,10,ch,4544,ch_localizer_12_shorten_82.wav,180313
18,33,10,ch,2773,ch_localizer_07_trim88.wav,186157
18,34,11,fr,3362,fr_localizer-10_0p82.wav,193930
18,35,11,fr,2846,fr_localizer-04_0p82.wav,198592
18,36,11,fr,3047,fr_localizer-03-2_0p82.wav,202738
18,37,12,wol,3336,wol3167_22050_1p15_LPF.wav,210785
18,38,12,wol,3200,wol3178_22050_1p15_LPF.wav,215421
18,39,12,wol,2860,wol3157_22050_1p15_LPF.wav,219921
18,40,13,ch,3421,ch_localizer_01_873.wav,227781
18,41,13,ch,2994,ch_localizer_02_876.wav,232502
18,42,13,ch,3654,ch_localizer_05_875.wav,236796
18,43,14,fr,3065,fr_localizer-16_0p82.wav,245450
18,44,14,fr,3796,fr_localizer-23_0p82.wav,249815
18,45,14,fr,2860,fr_localizer-05_0p82.wav,254911
18,46,15,wol,3122,wol3165_22050_1p15_LPF.wav,262771
18,47,15,wol,2869,wol3154_22050_1p15_LPF.wav,267193
18,48,15,wol,3494,wol3184_22050_1p15_LPF.wav,271362
18,49,16,ch,3099,ch_localizer_13_shorten_85.wav,279856
18,50,16,ch,3524,ch_localizer_09_shorten_87.wav,284255
18,51,16,ch,2862,ch_localizer_24_shorten_822.wav,289079
18,52,17,fr,3384,fr_localizer-19.wav,296941
18,53,17,fr,2792,fr_localizer-06_0p82.wav,301625
18,54,17,fr,3577,fr_localizer-20_0p82.wav,305717
18,55,18,wol,2881,wol3162_22050_1p15_LPF.wav,314294
18,56,18,wol,3496,wol3192_22050_1p15_LPF.wav,318475
18,57,18,wol,2754,wol3153_22050_1p15_LPF.wav,323271
18,58,99,,1000,silent-1sec.wav,331025
