subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
17,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
17,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
17,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
17,4,1,wol,3098,wol3161_22050_1p15_LPF.wav,17882
17,5,1,wol,4198,wol3214_22050_1p15_LPF.wav,22280
17,6,1,wol,3249,wol3186_22050_1p15_LPF.wav,27778
17,7,2,fr,4238,fr_localizer-22_0p82.wav,36027
17,8,2,fr,3709,fr_localizer-18-2_0p82.wav,41565
17,9,2,fr,3380,fr_localizer-17_0p82.wav,46574
17,10,3,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,54954
17,11,3,ch,3183,ch_localizer_22_shorten_86.wav,59283
17,12,3,ch,3061,ch_localizer_16_shorten_85.wav,63766
17,13,4,wol,3122,wol3165_22050_1p15_LPF.wav,71827
17,14,4,wol,2869,wol3154_22050_1p15_LPF.wav,76249
17,15,4,wol,3494,wol3184_22050_1p15_LPF.wav,80418
17,16,5,fr,2728,fr_localizer-07-2_0p82.wav,88912
17,17,5,fr,3458,fr_localizer-13_0p82.wav,92940
17,18,5,fr,3225,fr_localizer-11_0p82.wav,97698
17,19,6,ch,3288,ch_localizer_03_shorten86.wav,105923
17,20,6,ch,3950,ch_localizer_08_shorten_80.wav,110511
17,21,6,ch,3419,ch_localizer_20_shorten_85.wav,115761
17,22,7,wol,3540,wol3201_22050_1p15_LPF.wav,124180
17,23,7,wol,3200,wol3168_22050_1p15_LPF.wav,129020
17,24,7,wol,3319,wol3187_22050_1p15_LPF.wav,133520
17,25,8,fr,3545,fr_localizer-02_0p82.wav,141839
17,26,8,fr,3097,fr_localizer-15_0p82.wav,146684
17,27,8,fr,2719,fr_localizer-01_0p82.wav,151081
17,28,9,ch,3013,ch_localizer_14_shorten_88.wav,158800
17,29,9,ch,4544,ch_localizer_12_shorten_82.wav,163113
17,30,9,ch,2773,ch_localizer_07_trim88.wav,168957
17,31,10,wol,3336,wol3167_22050_1p15_LPF.wav,176730
17,32,10,wol,3200,wol3178_22050_1p15_LPF.wav,181366
17,33,10,wol,2860,wol3157_22050_1p15_LPF.wav,185866
17,34,11,fr,3384,fr_localizer-19.wav,193726
17,35,11,fr,2792,fr_localizer-06_0p82.wav,198410
17,36,11,fr,3577,fr_localizer-20_0p82.wav,202502
17,37,12,ch,3421,ch_localizer_01_873.wav,211079
17,38,12,ch,2994,ch_localizer_02_876.wav,215800
17,39,12,ch,3654,ch_localizer_05_875.wav,220094
17,40,13,wol,2881,wol3162_22050_1p15_LPF.wav,228748
17,41,13,wol,3496,wol3192_22050_1p15_LPF.wav,232929
17,42,13,wol,2754,wol3153_22050_1p15_LPF.wav,237725
17,43,14,fr,3362,fr_localizer-10_0p82.wav,245479
17,44,14,fr,2846,fr_localizer-04_0p82.wav,250141
17,45,14,fr,3047,fr_localizer-03-2_0p82.wav,254287
17,46,15,ch,3099,ch_localizer_13_shorten_85.wav,262334
17,47,15,ch,3524,ch_localizer_09_shorten_87.wav,266733
17,48,15,ch,2862,ch_localizer_24_shorten_822.wav,271557
17,49,16,wol,2467,wol3156_22050_1p15_LPF.wav,279419
17,50,16,wol,3636,wol3206_22050_1p15_LPF.wav,283186
17,51,16,wol,3411,wol3175_22050_1p15_LPF.wav,288122
17,52,17,fr,3065,fr_localizer-16_0p82.wav,296533
17,53,17,fr,3796,fr_localizer-23_0p82.wav,300898
17,54,17,fr,2860,fr_localizer-05_0p82.wav,305994
17,55,18,ch,3249,ch_localizer_10_shorten_90.wav,313854
17,56,18,ch,3607,ch_localizer_11_shorten_88.wav,318403
17,57,18,ch,2715,ch_localizer_18.wav,323310
17,58,99,,1000,silent-1sec.wav,331025
