subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
38,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
38,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
38,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
38,4,1,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,17882
38,5,1,ch,3183,ch_localizer_22_shorten_86.wav,22211
38,6,1,ch,3061,ch_localizer_16_shorten_85.wav,26694
38,7,2,wol,3122,wol3165_22050_1p15_LPF.wav,34755
38,8,2,wol,2869,wol3154_22050_1p15_LPF.wav,39177
38,9,2,wol,3494,wol3184_22050_1p15_LPF.wav,43346
38,10,3,fr,3362,fr_localizer-10_0p82.wav,51840
38,11,3,fr,2846,fr_localizer-04_0p82.wav,56502
38,12,3,fr,3047,fr_localizer-03-2_0p82.wav,60648
38,13,4,ch,3421,ch_localizer_01_873.wav,68695
38,14,4,ch,2994,ch_localizer_02_876.wav,73416
38,15,4,ch,3654,ch_localizer_05_875.wav,77710
38,16,5,wol,3336,wol3167_22050_1p15_LPF.wav,86364
38,17,5,wol,3200,wol3178_22050_1p15_LPF.wav,91000
38,18,5,wol,2860,wol3157_22050_1p15_LPF.wav,95500
38,19,6,fr,2728,fr_localizer-07-2_0p82.wav,103360
38,20,6,fr,3458,fr_localizer-13_0p82.wav,107388
38,21,6,fr,3225,fr_localizer-11_0p82.wav,112146
38,22,7,ch,3288,ch_localizer_03_shorten86.wav,120371
38,23,7,ch,3950,ch_localizer_08_shorten_80.wav,124959
38,24,7,ch,3419,ch_localizer_20_shorten_85.wav,130209
38,25,8,wol,2881,wol3162_22050_1p15_LPF.wav,138628
38,26,8,wol,3496,wol3192_22050_1p15_LPF.wav,142809
38,27,8,wol,2754,wol3153_22050_1p15_LPF.wav,147605
38,28,9,fr,3065,fr_localizer-16_0p82.wav,155359
38,29,9,fr,3796,fr_localizer-23_0p82.wav,159724
38,30,9,fr,2860,fr_localizer-05_0p82.wav,164820
38,31,10,ch,3249,ch_localizer_10_shorten_90.wav,172680
38,32,10,ch,3607,ch_localizer_11_shorten_88.wav,177229
38,33,10,ch,2715,ch_localizer_18.wav,182136
38,34,11,wol,3540,wol3201_22050_1p15_LPF.wav,189851
38,35,11,wol,3200,wol3168_22050_1p15_LPF.wav,194691
38,36,11,wol,3319,wol3187_22050_1p15_LPF.wav,199191
38,37,12,fr,3545,fr_localizer-02_0p82.wav,207510
38,38,12,fr,3097,fr_localizer-15_0p82.wav,212355
38,39,12,fr,2719,fr_localizer-01_0p82.wav,216752
38,40,13,ch,3013,ch_localizer_14_shorten_88.wav,224471
38,41,13,ch,4544,ch_localizer_12_shorten_82.wav,228784
38,42,13,ch,2773,ch_localizer_07_trim88.wav,234628
38,43,14,wol,2467,wol3156_22050_1p15_LPF.wav,242401
38,44,14,wol,3636,wol3206_22050_1p15_LPF.wav,246168
38,45,14,wol,3411,wol3175_22050_1p15_LPF.wav,251104
38,46,15,fr,4238,fr_localizer-22_0p82.wav,259515
38,47,15,fr,3709,fr_localizer-18-2_0p82.wav,265053
38,48,15,fr,3380,fr_localizer-17_0p82.wav,270062
38,49,16,ch,3099,ch_localizer_13_shorten_85.wav,278442
38,50,16,ch,3524,ch_localizer_09_shorten_87.wav,282841
38,51,16,ch,2862,ch_localizer_24_shorten_822.wav,287665
38,52,17,wol,3098,wol3161_22050_1p15_LPF.wav,295527
38,53,17,wol,4198,wol3214_22050_1p15_LPF.wav,299925
38,54,17,wol,3249,wol3186_22050_1p15_LPF.wav,305423
38,55,18,fr,3384,fr_localizer-19.wav,313672
38,56,18,fr,2792,fr_localizer-06_0p82.wav,318356
38,57,18,fr,3577,fr_localizer-20_0p82.wav,322448
38,58,99,,1000,silent-1sec.wav,331025
