subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
22,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
22,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
22,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
22,4,1,fr,3362,fr_localizer-10_0p82.wav,17882
22,5,1,fr,2846,fr_localizer-04_0p82.wav,22544
22,6,1,fr,3047,fr_localizer-03-2_0p82.wav,26690
22,7,2,wol,3336,wol3167_22050_1p15_LPF.wav,34737
22,8,2,wol,3200,wol3178_22050_1p15_LPF.wav,39373
22,9,2,wol,2860,wol3157_22050_1p15_LPF.wav,43873
22,10,3,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,51733
22,11,3,ch,3183,ch_localizer_22_shorten_86.wav,56062
22,12,3,ch,3061,ch_localizer_16_shorten_85.wav,60545
22,13,4,fr,4238,fr_localizer-22_0p82.wav,68606
22,14,4,fr,3709,fr_localizer-18-2_0p82.wav,74144
22,15,4,fr,3380,fr_localizer-17_0p82.wav,79153
22,16,5,wol,3098,wol3161_22050_1p15_LPF.wav,87533
22,17,5,wol,4198,wol3214_22050_1p15_LPF.wav,91931
22,18,5,wol,3249,wol3186_22050_1p15_LPF.wav,97429
22,19,6,ch,3249,ch_localizer_10_shorten_90.wav,105678
22,20,6,ch,3607,ch_localizer_11_shorten_88.wav,110227
22,21,6,ch,2715,ch_localizer_18.wav,115134
22,22,7,fr,3545,fr_localizer-02_0p82.wav,122849
22,23,7,fr,3097,fr_localizer-15_0p82.wav,127694
22,24,7,fr,2719,fr_localizer-01_0p82.wav,132091
22,25,8,wol,2881,wol3162_22050_1p15_LPF.wav,139810
22,26,8,wol,3496,wol3192_22050_1p15_LPF.wav,143991
22,27,8,wol,2754,wol3153_22050_1p15_LPF.wav,148787
22,28,9,ch,3288,ch_localizer_03_shorten86.wav,156541
22,29,9,ch,3950,ch_localizer_08_shorten_80.wav,161129
22,30,9,ch,3419,ch_localizer_20_shorten_85.wav,166379
22,31,10,fr,3384,fr_localizer-19.wav,174798
22,32,10,fr,2792,fr_localizer-06_0p82.wav,179482
22,33,10,fr,3577,fr_localizer-20_0p82.wav,183574
22,34,11,wol,3540,wol3201_22050_1p15_LPF.wav,192151
22,35,11,wol,3200,wol3168_22050_1p15_LPF.wav,196991
22,36,11,wol,3319,wol3187_22050_1p15_LPF.wav,201491
22,37,12,ch,3421,ch_localizer_01_873.wav,209810
22,38,12,ch,2994,ch_localizer_02_876.wav,214531
22,39,12,ch,3654,ch_localizer_05_875.wav,218825
22,40,13,fr,3065,fr_localizer-16_0p82.wav,227479
22,41,13,fr,3796,fr_localizer-23_0p82.wav,231844
22,42,13,fr,2860,fr_localizer-05_0p82.wav,236940
22,43,14,wol,2467,wol3156_22050_1p15_LPF.wav,244800
22,44,14,wol,3636,wol3206_22050_1p15_LPF.wav,248567
22,45,14,wol,3411,wol3175_22050_1p15_LPF.wav,253503
22,46,15,ch,3013,ch_localizer_14_shorten_88.wav,261914
22,47,15,ch,4544,ch_localizer_12_shorten_82.wav,266227
22,48,15,ch,2773,ch_localizer_07_trim88.wav,272071
22,49,16,fr,2728,fr_localizer-07-2_0p82.wav,279844
22,50,16,fr,3458,fr_localizer-13_0p82.wav,283872
22,51,16,fr,3225,fr_localizer-11_0p82.wav,288630
22,52,17,wol,3122,wol3165_22050_1p15_LPF.wav,296855
22,53,17,wol,2869,wol3154_22050_1p15_LPF.wav,301277
22,54,17,wol,3494,wol3184_22050_1p15_LPF.wav,305446
22,55,18,ch,3099,ch_localizer_13_shorten_85.wav,313940
22,56,18,ch,3524,ch_localizer_09_shorten_87.wav,318339
22,57,18,ch,2862,ch_localizer_24_shorten_822.wav,323163
22,58,99,,1000,silent-1sec.wav,331025
