subj,ntrial,nbloc,langue,sent_dur,fname,sent_onset
42,1,0,wol,2994,wol3173_22050_1p15_LPF.wav,1500
42,2,0,wol,2729,wol3158_22050_1p15_LPF.wav,5794
42,3,0,wol,3059,wol3188_22050_1p15_LPF.wav,9823
42,4,1,ch,3029,ch_localizer_21_trimmed_shorten_88.wav,17882
42,5,1,ch,3183,ch_localizer_22_shorten_86.wav,22211
42,6,1,ch,3061,ch_localizer_16_shorten_85.wav,26694
42,7,2,fr,2728,fr_localizer-07-2_0p82.wav,34755
42,8,2,fr,3458,fr_localizer-13_0p82.wav,38783
42,9,2,fr,3225,fr_localizer-11_0p82.wav,43541
42,10,3,wol,3122,wol3165_22050_1p15_LPF.wav,51766
42,11,3,wol,2869,wol3154_22050_1p15_LPF.wav,56188
42,12,3,wol,3494,wol3184_22050_1p15_LPF.wav,60357
42,13,4,ch,3249,ch_localizer_10_shorten_90.wav,68851
42,14,4,ch,3607,ch_localizer_11_shorten_88.wav,73400
42,15,4,ch,2715,ch_localizer_18.wav,78307
42,16,5,fr,4238,fr_localizer-22_0p82.wav,86022
42,17,5,fr,3709,fr_localizer-18-2_0p82.wav,91560
42,18,5,fr,3380,fr_localizer-17_0p82.wav,96569
42,19,6,wol,3098,wol3161_22050_1p15_LPF.wav,104949
42,20,6,wol,4198,wol3214_22050_1p15_LPF.wav,109347
42,21,6,wol,3249,wol3186_22050_1p15_LPF.wav,114845
42,22,7,ch,3013,ch_localizer_14_shorten_88.wav,123094
42,23,7,ch,4544,ch_localizer_12_shorten_82.wav,127407
42,24,7,ch,2773,ch_localizer_07_trim88.wav,133251
42,25,8,fr,3545,fr_localizer-02_0p82.wav,141024
42,26,8,fr,3097,fr_localizer-15_0p82.wav,145869
42,27,8,fr,2719,fr_localizer-01_0p82.wav,150266
42,28,9,wol,3540,wol3201_22050_1p15_LPF.wav,157985
42,29,9,wol,3200,wol3168_22050_1p15_LPF.wav,162825
42,30,9,wol,3319,wol3187_22050_1p15_LPF.wav,167325
42,31,10,ch,3421,ch_localizer_01_873.wav,175644
42,32,10,ch,2994,ch_localizer_02_876.wav,180365
42,33,10,ch,3654,ch_localizer_05_875.wav,184659
42,34,11,fr,3065,fr_localizer-16_0p82.wav,193313
42,35,11,fr,3796,fr_localizer-23_0p82.wav,197678
42,36,11,fr,2860,fr_localizer-05_0p82.wav,202774
42,37,12,wol,3336,wol3167_22050_1p15_LPF.wav,210634
42,38,12,wol,3200,wol3178_22050_1p15_LPF.wav,215270
42,39,12,wol,2860,wol3157_22050_1p15_LPF.wav,219770
42,40,13,ch,3288,ch_localizer_03_shorten86.wav,227630
42,41,13,ch,3950,ch_localizer_08_shorten_80.wav,232218
42,42,13,ch,3419,ch_localizer_20_shorten_85.wav,237468
42,43,14,fr,3362,fr_localizer-10_0p82.wav,245887
42,44,14,fr,2846,fr_localizer-04_0p82.wav,250549
42,45,14,fr,3047,fr_localizer-03-2_0p82.wav,254695
42,46,15,wol,2881,wol3162_22050_1p15_LPF.wav,262742
42,47,15,wol,3496,wol3192_22050_1p15_LPF.wav,266923
42,48,15,wol,2754,wol3153_22050_1p15_LPF.wav,271719
42,49,16,ch,3099,ch_localizer_13_shorten_85.wav,279473
42,50,16,ch,3524,ch_localizer_09_shorten_87.wav,283872
42,51,16,ch,2862,ch_localizer_24_shorten_822.wav,288696
42,52,17,fr,3384,fr_localizer-19.wav,296558
42,53,17,fr,2792,fr_localizer-06_0p82.wav,301242
42,54,17,fr,3577,fr_localizer-20_0p82.wav,305334
42,55,18,wol,2467,wol3156_22050_1p15_LPF.wav,313911
42,56,18,wol,3636,wol3206_22050_1p15_LPF.wav,317678
42,57,18,wol,3411,wol3175_22050_1p15_LPF.wav,322614
42,58,99,,1000,silent-1sec.wav,331025
